signal_id,application_id,vendor,score,band,reason_codes,raw_response,vendor_latency_ms,received_at
678,874,SENTINEL,528,MEDIUM,VELOCITY_APPLICANT,"{""requestId"":""sen-29657866"",""score"":528,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",477,2026-02-16 23:42:29.921364-05:00
679,875,SENTINEL,399,MEDIUM,VELOCITY_APPLICANT,"{""requestId"":""sen-c79cf217"",""score"":399,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",305,2026-02-16 21:44:54.887310-05:00
680,877,SENTINEL,283,LOW,"IDENTITY_MISMATCH,SYNTHETIC_ID_PATTERN,EMAIL_AGE_LOW,VELOCITY_APPLICANT","{""requestId"":""sen-040be57b"",""score"":283,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""SYNTHETIC_ID_PATTERN"",""EMAIL_AGE_LOW"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.1""}",133,2026-02-17 02:34:29.618259-05:00
681,878,SENTINEL,34,LOW,"ADDRESS_MISMATCH,EMAIL_AGE_LOW,BANK_ACCOUNT_AGE","{""requestId"":""sen-a2435f2c"",""score"":34,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""EMAIL_AGE_LOW"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.1""}",1506,2026-02-17 02:58:32.973015-05:00
682,879,SENTINEL,212,LOW,EMAIL_AGE_LOW,"{""requestId"":""sen-407ad8de"",""score"":212,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.1""}",1095,2026-02-17 01:21:00.713483-05:00
683,880,SENTINEL,214,LOW,"EMAIL_AGE_LOW,VELOCITY_APPLICANT,PHONE_CARRIER_RISK,IP_PROXY","{""requestId"":""sen-deb2528f"",""score"":214,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""VELOCITY_APPLICANT"",""PHONE_CARRIER_RISK"",""IP_PROXY""],""modelVersion"":""sr-4.1""}",293,2026-02-17 05:31:59.977649-05:00
684,881,SENTINEL,145,LOW,"EMAIL_AGE_LOW,VELOCITY_APPLICANT","{""requestId"":""sen-7ce9cc41"",""score"":145,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",667,2026-02-17 05:34:19.379118-05:00
685,882,SENTINEL,638,MEDIUM,"VELOCITY_APPLICANT,PHONE_CARRIER_RISK,DEVICE_REPUTATION","{""requestId"":""sen-1b2145f3"",""score"":638,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT"",""PHONE_CARRIER_RISK"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",189,2026-02-17 04:30:25.712208-05:00
686,885,SENTINEL,582,MEDIUM,"PHONE_CARRIER_RISK,SYNTHETIC_ID_PATTERN,IDENTITY_MISMATCH","{""requestId"":""sen-f5c7b307"",""score"":582,""band"":""MEDIUM"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""SYNTHETIC_ID_PATTERN"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.1""}",809,2026-02-17 07:02:42.951677-05:00
687,887,SENTINEL,501,MEDIUM,VELOCITY_APPLICANT,"{""requestId"":""sen-3236a66b"",""score"":501,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",691,2026-02-17 05:27:34.924622-05:00
688,888,SENTINEL,502,MEDIUM,,"{""requestId"":""sen-d06e201c"",""score"":502,""band"":""MEDIUM"",""reasonCodes"":null,""modelVersion"":""sr-4.1""}",493,2026-02-17 05:58:42.119303-05:00
689,889,SENTINEL,197,LOW,"DEVICE_REPUTATION,ADDRESS_MISMATCH","{""requestId"":""sen-6ea599ce"",""score"":197,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",587,2026-02-17 08:52:29.193756-05:00
690,890,SENTINEL,394,MEDIUM,"DEVICE_REPUTATION,SYNTHETIC_ID_PATTERN,PHONE_CARRIER_RISK","{""requestId"":""sen-0cdd1380"",""score"":394,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION"",""SYNTHETIC_ID_PATTERN"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",426,2026-02-17 11:43:18.755146-05:00
691,891,SENTINEL,216,LOW,"BANK_ACCOUNT_AGE,EMAIL_AGE_LOW","{""requestId"":""sen-ab148d31"",""score"":216,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",657,2026-02-17 10:11:39.382572-05:00
692,892,SENTINEL,363,MEDIUM,IDENTITY_MISMATCH,"{""requestId"":""sen-494c06e3"",""score"":363,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",537,2026-02-17 08:18:41.225872-05:00
693,894,SENTINEL,244,LOW,PHONE_CARRIER_RISK,"{""requestId"":""sen-85bafa46"",""score"":244,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.1""}",154,2026-02-17 12:11:07.473930-05:00
694,895,SENTINEL,1,LOW,DEVICE_REPUTATION,"{""requestId"":""sen-23f273f8"",""score"":1,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",485,2026-02-17 08:18:34.908747-05:00
695,897,SENTINEL,478,MEDIUM,"BANK_ACCOUNT_AGE,PHONE_CARRIER_RISK,IDENTITY_MISMATCH","{""requestId"":""sen-6061675b"",""score"":478,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""PHONE_CARRIER_RISK"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",189,2026-02-17 09:03:52.175448-05:00
696,899,SENTINEL,397,MEDIUM,"DEVICE_REPUTATION,EMAIL_AGE_LOW","{""requestId"":""sen-9cd05abe"",""score"":397,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",435,2026-02-17 09:22:49.226587-05:00
697,901,SENTINEL,467,MEDIUM,"IDENTITY_MISMATCH,ADDRESS_MISMATCH","{""requestId"":""sen-d93f4e21"",""score"":467,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.1""}",1594,2026-02-17 13:30:28.437674-05:00
698,902,SENTINEL,171,LOW,PHONE_CARRIER_RISK,"{""requestId"":""sen-7776c7d3"",""score"":171,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.1""}",1869,2026-02-17 14:19:26.839241-05:00
699,903,SENTINEL,253,LOW,SYNTHETIC_ID_PATTERN,"{""requestId"":""sen-15ae4185"",""score"":253,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.1""}",455,2026-02-17 12:18:54.517743-05:00
700,904,SENTINEL,362,MEDIUM,"EMAIL_AGE_LOW,IP_PROXY,BANK_ACCOUNT_AGE","{""requestId"":""sen-b3e5bb36"",""score"":362,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW"",""IP_PROXY"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",294,2026-02-17 13:00:12.813672-05:00
701,906,SENTINEL,287,LOW,"IP_PROXY,SYNTHETIC_ID_PATTERN,BANK_ACCOUNT_AGE,ADDRESS_MISMATCH","{""requestId"":""sen-f054ae99"",""score"":287,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""SYNTHETIC_ID_PATTERN"",""BANK_ACCOUNT_AGE"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",483,2026-02-17 11:54:50.491820-05:00
702,909,SENTINEL,186,LOW,ADDRESS_MISMATCH,"{""requestId"":""sen-cafb1bae"",""score"":186,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.1""}",2016,2026-02-17 12:53:07.257992-05:00
703,910,SENTINEL,390,MEDIUM,"SYNTHETIC_ID_PATTERN,IP_PROXY,IDENTITY_MISMATCH","{""requestId"":""sen-69329560"",""score"":390,""band"":""MEDIUM"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""IP_PROXY"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",340,2026-02-17 16:01:05.911336-05:00
704,911,SENTINEL,1,LOW,"BANK_ACCOUNT_AGE,VELOCITY_APPLICANT,EMAIL_AGE_LOW,ADDRESS_MISMATCH","{""requestId"":""sen-076a0f12"",""score"":1,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""VELOCITY_APPLICANT"",""EMAIL_AGE_LOW"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",135,2026-02-17 16:17:23.202929-05:00
705,912,SENTINEL,148,LOW,"PHONE_CARRIER_RISK,BANK_ACCOUNT_AGE","{""requestId"":""sen-a5a188c3"",""score"":148,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",962,2026-02-17 15:07:41.437659-05:00
706,913,SENTINEL,418,MEDIUM,"DEVICE_REPUTATION,IDENTITY_MISMATCH,VELOCITY_APPLICANT,EMAIL_AGE_LOW","{""requestId"":""sen-43d90275"",""score"":418,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION"",""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",381,2026-02-17 13:32:40.408927-05:00
707,915,SENTINEL,604,MEDIUM,PHONE_CARRIER_RISK,"{""requestId"":""sen-8047f5d8"",""score"":604,""band"":""MEDIUM"",""reasonCodes"":[""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",169,2026-02-17 16:40:17.112577-05:00
708,917,SENTINEL,322,LOW,"BANK_ACCOUNT_AGE,VELOCITY_APPLICANT,IDENTITY_MISMATCH","{""requestId"":""sen-bcb6e93b"",""score"":322,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""VELOCITY_APPLICANT"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",752,2026-02-17 15:45:01.469530-05:00
709,919,SENTINEL,235,LOW,,"{""requestId"":""sen-f925dc9e"",""score"":235,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.1""}",1237,2026-02-17 15:39:42.593112-05:00
710,920,SENTINEL,1,LOW,ADDRESS_MISMATCH,"{""requestId"":""sen-975d5650"",""score"":1,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.1""}",1995,2026-02-17 14:51:29.253178-05:00
711,921,SENTINEL,289,LOW,VELOCITY_APPLICANT,"{""requestId"":""sen-3594d002"",""score"":289,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.1""}",241,2026-02-17 14:14:53.345337-05:00
712,922,SENTINEL,475,MEDIUM,"ADDRESS_MISMATCH,IDENTITY_MISMATCH","{""requestId"":""sen-d3cc49b3"",""score"":475,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",1278,2026-02-17 16:11:34.462116-05:00
713,923,SENTINEL,393,MEDIUM,"ADDRESS_MISMATCH,IP_PROXY","{""requestId"":""sen-7203c365"",""score"":393,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""IP_PROXY""],""modelVersion"":""sr-4.2""}",729,2026-02-17 17:22:57.758980-05:00
714,924,SENTINEL,278,LOW,"PHONE_CARRIER_RISK,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-103b3d17"",""score"":278,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",411,2026-02-17 14:16:24.138446-05:00
715,925,SENTINEL,591,MEDIUM,"EMAIL_AGE_LOW,IP_PROXY,VELOCITY_APPLICANT","{""requestId"":""sen-ae72b6c8"",""score"":591,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW"",""IP_PROXY"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",478,2026-02-17 14:07:25.007751-05:00
716,926,SENTINEL,235,LOW,"ADDRESS_MISMATCH,EMAIL_AGE_LOW,BANK_ACCOUNT_AGE","{""requestId"":""sen-4caa307a"",""score"":235,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""EMAIL_AGE_LOW"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",214,2026-02-17 14:05:27.050780-05:00
717,928,SENTINEL,141,LOW,"SYNTHETIC_ID_PATTERN,EMAIL_AGE_LOW","{""requestId"":""sen-891923dd"",""score"":141,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",242,2026-02-17 15:27:20.832890-05:00
718,929,SENTINEL,139,LOW,"DEVICE_REPUTATION,VELOCITY_APPLICANT,PHONE_CARRIER_RISK","{""requestId"":""sen-27509d8f"",""score"":139,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION"",""VELOCITY_APPLICANT"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",528,2026-02-17 19:10:47.696123-05:00
719,930,SENTINEL,446,MEDIUM,BANK_ACCOUNT_AGE,"{""requestId"":""sen-c5881740"",""score"":446,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.1""}",1011,2026-02-17 18:56:49.025009-05:00
720,931,SENTINEL,319,LOW,"BANK_ACCOUNT_AGE,ADDRESS_MISMATCH","{""requestId"":""sen-63bf90f2"",""score"":319,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",763,2026-02-17 18:25:45.652357-05:00
721,932,SENTINEL,286,LOW,"PHONE_CARRIER_RISK,BANK_ACCOUNT_AGE,VELOCITY_APPLICANT,IP_PROXY","{""requestId"":""sen-01f70aa4"",""score"":286,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""BANK_ACCOUNT_AGE"",""VELOCITY_APPLICANT"",""IP_PROXY""],""modelVersion"":""sr-4.2""}",603,2026-02-17 15:07:02.018216-05:00
722,934,SENTINEL,230,LOW,,"{""requestId"":""sen-3e65fe07"",""score"":230,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",91,2026-02-17 15:40:13.713660-05:00
723,936,SENTINEL,131,LOW,"BANK_ACCOUNT_AGE,SYNTHETIC_ID_PATTERN,PHONE_CARRIER_RISK,ADDRESS_MISMATCH","{""requestId"":""sen-7ad4f16a"",""score"":131,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""SYNTHETIC_ID_PATTERN"",""PHONE_CARRIER_RISK"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",298,2026-02-17 17:56:09.842120-05:00
724,937,SENTINEL,530,MEDIUM,VELOCITY_APPLICANT,"{""requestId"":""sen-190c6b1c"",""score"":530,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.1""}",227,2026-02-17 16:29:20.475495-05:00
725,938,SENTINEL,64,LOW,"IP_PROXY,ADDRESS_MISMATCH","{""requestId"":""sen-b743e4cd"",""score"":64,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",807,2026-02-17 20:11:14.759362-05:00
726,939,SENTINEL,1,LOW,"IDENTITY_MISMATCH,PHONE_CARRIER_RISK,VELOCITY_APPLICANT","{""requestId"":""sen-557b5e7f"",""score"":1,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""PHONE_CARRIER_RISK"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",175,2026-02-17 18:35:45.581256-05:00
727,940,SENTINEL,568,MEDIUM,"SYNTHETIC_ID_PATTERN,PHONE_CARRIER_RISK,VELOCITY_APPLICANT,IDENTITY_MISMATCH","{""requestId"":""sen-f3b2d830"",""score"":568,""band"":""MEDIUM"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""PHONE_CARRIER_RISK"",""VELOCITY_APPLICANT"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.1""}",813,2026-02-17 17:55:07.327693-05:00
728,941,SENTINEL,197,LOW,IDENTITY_MISMATCH,"{""requestId"":""sen-91ea51e2"",""score"":197,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",315,2026-02-17 20:13:48.640252-05:00
729,943,SENTINEL,309,LOW,BANK_ACCOUNT_AGE,"{""requestId"":""sen-ce594545"",""score"":309,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",541,2026-02-17 20:13:28.736633-05:00
730,944,SENTINEL,415,MEDIUM,"PHONE_CARRIER_RISK,VELOCITY_APPLICANT,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-6c90bef7"",""score"":415,""band"":""MEDIUM"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""VELOCITY_APPLICANT"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",632,2026-02-17 20:38:58.139175-05:00
731,945,SENTINEL,399,MEDIUM,"DEVICE_REPUTATION,IP_PROXY,PHONE_CARRIER_RISK","{""requestId"":""sen-0ac838a9"",""score"":399,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION"",""IP_PROXY"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",552,2026-02-17 18:44:08.562000-05:00
732,946,SENTINEL,179,LOW,"BANK_ACCOUNT_AGE,ADDRESS_MISMATCH","{""requestId"":""sen-a8ffb25a"",""score"":179,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",1518,2026-02-17 22:17:26.852171-05:00
733,947,SENTINEL,286,LOW,ADDRESS_MISMATCH,"{""requestId"":""sen-47372c0c"",""score"":286,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",583,2026-02-17 19:53:21.624791-05:00
734,948,SENTINEL,449,MEDIUM,"BANK_ACCOUNT_AGE,ADDRESS_MISMATCH","{""requestId"":""sen-e56ea5bd"",""score"":449,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.1""}",1032,2026-02-17 19:34:20.692150-05:00
735,949,SENTINEL,281,LOW,"EMAIL_AGE_LOW,SYNTHETIC_ID_PATTERN,DEVICE_REPUTATION","{""requestId"":""sen-83a61f6f"",""score"":281,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""SYNTHETIC_ID_PATTERN"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",591,2026-02-17 19:36:16.926392-05:00
736,950,SENTINEL,174,LOW,EMAIL_AGE_LOW,"{""requestId"":""sen-21dd9921"",""score"":174,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",166,2026-02-17 21:58:20.725431-05:00
737,952,SENTINEL,596,MEDIUM,,"{""requestId"":""sen-5e4c8c84"",""score"":596,""band"":""MEDIUM"",""reasonCodes"":null,""modelVersion"":""sr-4.1""}",182,2026-02-17 23:54:52.032505-05:00
738,953,SENTINEL,301,LOW,"PHONE_CARRIER_RISK,IDENTITY_MISMATCH","{""requestId"":""sen-fc840635"",""score"":301,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",1994,2026-02-17 21:38:04.628140-05:00
739,954,SENTINEL,334,LOW,EMAIL_AGE_LOW,"{""requestId"":""sen-9abb7fe7"",""score"":334,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",444,2026-02-18 00:08:08.253210-05:00
740,955,SENTINEL,202,LOW,"EMAIL_AGE_LOW,BANK_ACCOUNT_AGE,ADDRESS_MISMATCH,IDENTITY_MISMATCH","{""requestId"":""sen-38f2f999"",""score"":202,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""BANK_ACCOUNT_AGE"",""ADDRESS_MISMATCH"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",2564,2026-02-18 01:26:53.299243-05:00
741,956,SENTINEL,360,MEDIUM,"VELOCITY_APPLICANT,EMAIL_AGE_LOW","{""requestId"":""sen-d72a734a"",""score"":360,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.1""}",141,2026-02-18 03:14:22.518155-05:00
742,958,SENTINEL,198,LOW,"BANK_ACCOUNT_AGE,PHONE_CARRIER_RISK,VELOCITY_APPLICANT,DEVICE_REPUTATION","{""requestId"":""sen-139966ae"",""score"":198,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""PHONE_CARRIER_RISK"",""VELOCITY_APPLICANT"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",622,2026-02-18 01:00:15.399577-05:00
743,960,SENTINEL,406,MEDIUM,"ADDRESS_MISMATCH,IP_PROXY","{""requestId"":""sen-50085a11"",""score"":406,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""IP_PROXY""],""modelVersion"":""sr-4.2""}",636,2026-02-18 06:39:47.143086-05:00
744,961,SENTINEL,363,MEDIUM,"ADDRESS_MISMATCH,EMAIL_AGE_LOW,IP_PROXY,VELOCITY_APPLICANT","{""requestId"":""sen-ee3fd3c2"",""score"":363,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""EMAIL_AGE_LOW"",""IP_PROXY"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",567,2026-02-18 05:52:30.568283-05:00
745,962,SENTINEL,335,LOW,ADDRESS_MISMATCH,"{""requestId"":""sen-8c774d74"",""score"":335,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.1""}",3942,2026-02-18 04:02:53.382895-05:00
746,963,SENTINEL,117,LOW,VELOCITY_APPLICANT,"{""requestId"":""sen-2aaec726"",""score"":117,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",396,2026-02-18 08:47:21.666784-05:00
747,964,SENTINEL,453,MEDIUM,"IDENTITY_MISMATCH,ADDRESS_MISMATCH,SYNTHETIC_ID_PATTERN,DEVICE_REPUTATION","{""requestId"":""sen-c8e640d7"",""score"":453,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""ADDRESS_MISMATCH"",""SYNTHETIC_ID_PATTERN"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",350,2026-02-18 09:16:15.556506-05:00
748,965,SENTINEL,311,LOW,"BANK_ACCOUNT_AGE,ADDRESS_MISMATCH","{""requestId"":""sen-671dba89"",""score"":311,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",261,2026-02-18 09:52:19.292932-05:00
749,966,SENTINEL,207,LOW,"BANK_ACCOUNT_AGE,EMAIL_AGE_LOW","{""requestId"":""sen-0555343b"",""score"":207,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",371,2026-02-18 07:30:03.211655-05:00
750,967,SENTINEL,169,LOW,BANK_ACCOUNT_AGE,"{""requestId"":""sen-a38cadec"",""score"":169,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.1""}",733,2026-02-18 12:32:46.127309-05:00
751,968,SENTINEL,460,MEDIUM,"BANK_ACCOUNT_AGE,DEVICE_REPUTATION,ADDRESS_MISMATCH,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-41c4279e"",""score"":460,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""DEVICE_REPUTATION"",""ADDRESS_MISMATCH"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.1""}",3196,2026-02-18 09:54:33.783334-05:00
752,969,SENTINEL,435,MEDIUM,"PHONE_CARRIER_RISK,IDENTITY_MISMATCH","{""requestId"":""sen-dffba14f"",""score"":435,""band"":""MEDIUM"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",173,2026-02-18 10:21:57.442468-05:00
753,970,SENTINEL,348,LOW,"IDENTITY_MISMATCH,EMAIL_AGE_LOW","{""requestId"":""sen-7e331b01"",""score"":348,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",168,2026-02-18 10:16:30.822058-05:00
754,971,SENTINEL,388,MEDIUM,"VELOCITY_APPLICANT,DEVICE_REPUTATION,IDENTITY_MISMATCH","{""requestId"":""sen-1c6a94b3"",""score"":388,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT"",""DEVICE_REPUTATION"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",262,2026-02-18 09:41:41.570750-05:00
755,973,SENTINEL,640,MEDIUM,"BANK_ACCOUNT_AGE,SYNTHETIC_ID_PATTERN,DEVICE_REPUTATION","{""requestId"":""sen-58d98816"",""score"":640,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""SYNTHETIC_ID_PATTERN"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",535,2026-02-18 10:56:08.577512-05:00
756,974,SENTINEL,1,LOW,,"{""requestId"":""sen-f71101c7"",""score"":1,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",229,2026-02-18 13:46:54.682541-05:00
757,975,SENTINEL,59,LOW,,"{""requestId"":""sen-95487b79"",""score"":59,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",2648,2026-02-18 14:05:09.080649-05:00
758,976,SENTINEL,156,LOW,"BANK_ACCOUNT_AGE,IDENTITY_MISMATCH,EMAIL_AGE_LOW,DEVICE_REPUTATION","{""requestId"":""sen-337ff52b"",""score"":156,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""IDENTITY_MISMATCH"",""EMAIL_AGE_LOW"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",87,2026-02-18 14:21:44.130739-05:00
