extraction_id,document_id,extractor,extractor_version,field_name,field_value,confidence,is_correct,raw_response,extracted_at
20808,3844,OPTISCAN_V3,3.1.0,ein,23-3619969,0.9999,,"{""field"":""ein"",""value"":""23-3619969"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":4,""bbox"":[154,98,437,115]}",2026-03-01 06:23:16.615808-05:00
20809,3844,OPTISCAN_V3,3.1.0,account_number,****1489,0.9729,,"{""field"":""account_number"",""value"":""****1489"",""confidence"":0.9729,""engine"":""optiscan_v3"",""page"":10,""bbox"":[283,180,241,187]}",2026-03-01 06:15:59.305112-05:00
20810,3844,OPTISCAN_V3,3.1.0,statement_period_start,2026-01-01,0.9883,true,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9883,""engine"":""optiscan_v3"",""page"":5,""bbox"":[248,402,185,37]}",2026-03-01 06:24:58.992973-05:00
20811,3844,OPTISCAN_V3,3.1.0,statement_period_end,2026-02-28,0.9752,,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9752,""engine"":""optiscan_v3"",""page"":1,""bbox"":[80,674,469,119]}",2026-03-01 06:26:40.670616-05:00
20812,3844,OPTISCAN_V3,3.1.0,ending_balance,145910.86,0.997,,"{""field"":""ending_balance"",""value"":""145910.86"",""confidence"":0.997,""engine"":""optiscan_v3"",""page"":10,""bbox"":[383,506,180,344]}",2026-03-01 06:15:37.004659-05:00
20813,3844,OPTISCAN_V3,3.1.0,total_deposits,331202.30,0.9999,true,"{""field"":""total_deposits"",""value"":""331202.30"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":7,""bbox"":[60,683,214,161]}",2026-03-01 06:15:36.330915-05:00
20814,3844,OPTISCAN_V3,3.1.0,total_withdrawals,377176.81,0.9704,false,"{""field"":""total_withdrawals"",""value"":""377176.81"",""confidence"":0.9704,""engine"":""optiscan_v3"",""page"":2,""bbox"":[64,60,390,527]}",2026-03-01 06:21:03.371263-05:00
20815,3844,OPTISCAN_V3,3.1.0,nsf_count,0,0.9354,,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.9354,""engine"":""optiscan_v3"",""page"":7,""bbox"":[212,181,343,209]}",2026-03-01 06:15:47.869918-05:00
20816,3846,MANUAL,n/a,business_name,Providence HVAC Solutions Inc,1.0,,"{""field"":""business_name"",""value"":""Providence HVAC Solutions Inc"",""confidence"":1.0,""engine"":""manual"",""page"":8,""bbox"":[109,160,428,42]}",2026-02-26 14:13:08.778727-05:00
20817,3846,MANUAL,n/a,ein,51-5116684,1.0,true,"{""field"":""ein"",""value"":""51-5116684"",""confidence"":1.0,""engine"":""manual"",""page"":5,""bbox"":[129,490,86,138]}",2026-02-26 14:16:15.319047-05:00
20818,3846,MANUAL,n/a,account_number,****6600,1.0,true,"{""field"":""account_number"",""value"":""****6600"",""confidence"":1.0,""engine"":""manual"",""page"":6,""bbox"":[225,127,183,380]}",2026-02-26 14:16:28.419145-05:00
20819,3846,MANUAL,n/a,statement_period_start,2026-01-01,1.0,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":1.0,""engine"":""manual"",""page"":8,""bbox"":[286,164,227,186]}",2026-02-26 14:18:35.932076-05:00
20820,3846,MANUAL,n/a,statement_period_end,2026-02-28,1.0,true,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":1.0,""engine"":""manual"",""page"":6,""bbox"":[267,375,278,197]}",2026-02-26 14:05:25.711674-05:00
20821,3846,MANUAL,n/a,ending_balance,36813.00,1.0,,"{""field"":""ending_balance"",""value"":""36813.00"",""confidence"":1.0,""engine"":""manual"",""page"":1,""bbox"":[24,280,147,603]}",2026-02-26 14:15:57.210740-05:00
20822,3846,MANUAL,n/a,total_deposits,347409.97,1.0,,"{""field"":""total_deposits"",""value"":""347409.97"",""confidence"":1.0,""engine"":""manual"",""page"":3,""bbox"":[252,683,210,607]}",2026-02-26 14:18:15.064004-05:00
20823,3846,MANUAL,n/a,total_withdrawals,165367.00,1.0,true,"{""field"":""total_withdrawals"",""value"":""165367.00"",""confidence"":1.0,""engine"":""manual"",""page"":4,""bbox"":[101,35,151,484]}",2026-02-26 14:16:22.653175-05:00
20824,3846,MANUAL,n/a,nsf_count,6,1.0,,"{""field"":""nsf_count"",""value"":""6"",""confidence"":1.0,""engine"":""manual"",""page"":8,""bbox"":[116,594,61,277]}",2026-02-26 14:16:20.474527-05:00
20825,3847,OPTISCAN_V2,2.14.3,business_name,Providence HVAC Solutions Inc,0.9583,,"{""field"":""business_name"",""value"":""Providence HVAC Solutions Inc"",""confidence"":0.9583,""engine"":""optiscan_v2"",""page"":6,""bbox"":[265,20,78,156]}",2026-02-26 12:19:31.824673-05:00
20826,3847,OPTISCAN_V2,2.14.3,ein,51-5116684,0.9598,true,"{""field"":""ein"",""value"":""51-5116684"",""confidence"":0.9598,""engine"":""optiscan_v2"",""page"":5,""bbox"":[34,69,280,405]}",2026-02-26 12:16:35.248954-05:00
20827,3847,OPTISCAN_V2,2.14.3,account_number,****9077,0.9313,,"{""field"":""account_number"",""value"":""****9077"",""confidence"":0.9313,""engine"":""optiscan_v2"",""page"":8,""bbox"":[78,392,211,370]}",2026-02-26 12:09:50.467904-05:00
20828,3847,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9713,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9713,""engine"":""optiscan_v2"",""page"":8,""bbox"":[113,672,473,715]}",2026-02-26 12:17:00.173100-05:00
20829,3847,OPTISCAN_V2,2.14.3,statement_period_end,2026-02-28,0.9243,true,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9243,""engine"":""optiscan_v2"",""page"":9,""bbox"":[27,177,99,526]}",2026-02-26 12:13:00.738640-05:00
20830,3847,OPTISCAN_V2,2.14.3,ending_balance,149072.13,0.8829,,"{""field"":""ending_balance"",""value"":""149072.13"",""confidence"":0.8829,""engine"":""optiscan_v2"",""page"":9,""bbox"":[296,412,461,711]}",2026-02-26 12:09:44.935110-05:00
20831,3847,OPTISCAN_V2,2.14.3,total_deposits,185764.99,0.93,,"{""field"":""total_deposits"",""value"":""185764.99"",""confidence"":0.93,""engine"":""optiscan_v2"",""page"":5,""bbox"":[354,566,474,366]}",2026-02-26 12:18:02.688980-05:00
20832,3847,OPTISCAN_V2,2.14.3,total_withdrawals,329873.13,0.9389,,"{""field"":""total_withdrawals"",""value"":""329873.13"",""confidence"":0.9389,""engine"":""optiscan_v2"",""page"":2,""bbox"":[157,322,137,513]}",2026-02-26 12:11:20.223368-05:00
20833,3847,OPTISCAN_V2,2.14.3,nsf_count,4,0.9305,true,"{""field"":""nsf_count"",""value"":""4"",""confidence"":0.9305,""engine"":""optiscan_v2"",""page"":2,""bbox"":[167,678,200,237]}",2026-02-26 12:21:39.183168-05:00
20834,3848,OPTISCAN_V2,2.14.3,business_name,Providence HVAC Solutions Inc,0.9999,,"{""field"":""business_name"",""value"":""Providence HVAC Solutions Inc"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":5,""bbox"":[281,610,314,299]}",2026-02-25 19:54:23.837290-05:00
20835,3848,OPTISCAN_V2,2.14.3,ein,51-5116684,0.9176,true,"{""field"":""ein"",""value"":""51-5116684"",""confidence"":0.9176,""engine"":""optiscan_v2"",""page"":3,""bbox"":[127,366,379,354]}",2026-02-25 19:59:55.795032-05:00
20836,3848,OPTISCAN_V2,2.14.3,account_number,****1465,0.957,,"{""field"":""account_number"",""value"":""****1465"",""confidence"":0.957,""engine"":""optiscan_v2"",""page"":9,""bbox"":[131,38,262,415]}",2026-02-25 20:02:42.373518-05:00
20837,3848,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9185,true,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9185,""engine"":""optiscan_v2"",""page"":3,""bbox"":[253,168,230,680]}",2026-02-25 20:02:36.087279-05:00
20838,3848,OPTISCAN_V2,2.14.3,statement_period_end,2026-02-28,0.9672,true,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9672,""engine"":""optiscan_v2"",""page"":4,""bbox"":[138,405,408,349]}",2026-02-25 20:02:13.144552-05:00
20839,3848,OPTISCAN_V2,2.14.3,ending_balance,182576.66,0.9834,,"{""field"":""ending_balance"",""value"":""182576.66"",""confidence"":0.9834,""engine"":""optiscan_v2"",""page"":6,""bbox"":[290,588,472,434]}",2026-02-25 19:52:04.856382-05:00
20840,3848,OPTISCAN_V2,2.14.3,total_deposits,122943.03,0.9514,true,"{""field"":""total_deposits"",""value"":""122943.03"",""confidence"":0.9514,""engine"":""optiscan_v2"",""page"":2,""bbox"":[246,572,143,143]}",2026-02-25 19:55:44.403052-05:00
20841,3848,OPTISCAN_V2,2.14.3,total_withdrawals,264237.02,0.9084,true,"{""field"":""total_withdrawals"",""value"":""264237.02"",""confidence"":0.9084,""engine"":""optiscan_v2"",""page"":2,""bbox"":[36,151,80,261]}",2026-02-25 20:01:58.788001-05:00
20842,3848,OPTISCAN_V2,2.14.3,nsf_count,5,0.984,true,"{""field"":""nsf_count"",""value"":""5"",""confidence"":0.984,""engine"":""optiscan_v2"",""page"":1,""bbox"":[196,258,488,612]}",2026-02-25 20:02:00.970344-05:00
20843,3849,OPTISCAN_V2,2.14.3,business_name,Providence HVAC Solutions Inc,0.9015,,"{""field"":""business_name"",""value"":""Providence HVAC Solutions Inc"",""confidence"":0.9015,""engine"":""optiscan_v2"",""page"":4,""bbox"":[106,314,98,557]}",2026-02-28 05:42:25.311110-05:00
20844,3849,OPTISCAN_V2,2.14.3,ein,51-5116684,0.9846,true,"{""field"":""ein"",""value"":""51-5116684"",""confidence"":0.9846,""engine"":""optiscan_v2"",""page"":10,""bbox"":[50,544,247,336]}",2026-02-28 05:42:15.436994-05:00
20845,3849,OPTISCAN_V2,2.14.3,gross_receipts,4069909.29,0.9999,false,"{""field"":""gross_receipts"",""value"":""4069909.29"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":10,""bbox"":[129,198,99,286]}",2026-02-28 05:37:55.930200-05:00
20846,3849,OPTISCAN_V2,2.14.3,net_income,24432.30,0.9835,,"{""field"":""net_income"",""value"":""24432.30"",""confidence"":0.9835,""engine"":""optiscan_v2"",""page"":8,""bbox"":[330,46,244,421]}",2026-02-28 05:38:31.995322-05:00
20847,3849,OPTISCAN_V2,2.14.3,tax_year,2024,0.9999,,"{""field"":""tax_year"",""value"":""2024"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":6,""bbox"":[304,138,175,42]}",2026-02-28 05:43:08.989925-05:00
20848,3850,AI_SERVICE,0.4.1,business_name,Lantern and Sons LLC,0.9684,true,"{""field"":""business_name"",""value"":""Lantern and Sons LLC"",""confidence"":0.9684,""engine"":""ai_service"",""page"":4,""bbox"":[183,628,325,698]}",2026-02-24 13:25:32.023320-05:00
20849,3850,AI_SERVICE,0.4.1,ein,92-9267757,0.9757,,"{""field"":""ein"",""value"":""92-9267757"",""confidence"":0.9757,""engine"":""ai_service"",""page"":7,""bbox"":[219,240,192,186]}",2026-02-24 13:20:44.212948-05:00
20850,3850,AI_SERVICE,0.4.1,account_number,****3554,0.9294,,"{""field"":""account_number"",""value"":""****3554"",""confidence"":0.9294,""engine"":""ai_service"",""page"":1,""bbox"":[31,549,209,576]}",2026-02-24 13:20:21.937749-05:00
20851,3850,AI_SERVICE,0.4.1,statement_period_start,2025-12-01,0.9444,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9444,""engine"":""ai_service"",""page"":7,""bbox"":[193,696,491,622]}",2026-02-24 13:22:10.075740-05:00
20852,3850,AI_SERVICE,0.4.1,statement_period_end,2026-01-28,0.9526,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9526,""engine"":""ai_service"",""page"":5,""bbox"":[399,21,327,516]}",2026-02-24 13:24:07.373337-05:00
20853,3850,AI_SERVICE,0.4.1,ending_balance,135275.24,0.9645,true,"{""field"":""ending_balance"",""value"":""135275.24"",""confidence"":0.9645,""engine"":""ai_service"",""page"":3,""bbox"":[355,547,340,160]}",2026-02-24 13:32:01.137789-05:00
20854,3850,AI_SERVICE,0.4.1,total_deposits,125065.24,0.9688,true,"{""field"":""total_deposits"",""value"":""125065.24"",""confidence"":0.9688,""engine"":""ai_service"",""page"":3,""bbox"":[163,206,347,187]}",2026-02-24 13:26:20.527058-05:00
20855,3850,AI_SERVICE,0.4.1,total_withdrawals,261025.54,0.9621,,"{""field"":""total_withdrawals"",""value"":""261025.54"",""confidence"":0.9621,""engine"":""ai_service"",""page"":7,""bbox"":[91,425,63,238]}",2026-02-24 13:25:35.941340-05:00
20856,3850,AI_SERVICE,0.4.1,nsf_count,4,0.9817,,"{""field"":""nsf_count"",""value"":""4"",""confidence"":0.9817,""engine"":""ai_service"",""page"":1,""bbox"":[212,494,357,412]}",2026-02-24 13:21:15.824824-05:00
20857,3851,OPTISCAN_V2,2.14.3,business_name,Lantern and Sons LLC,0.9291,,"{""field"":""business_name"",""value"":""Lantern and Sons LLC"",""confidence"":0.9291,""engine"":""optiscan_v2"",""page"":10,""bbox"":[93,375,314,166]}",2026-02-26 09:41:00.624311-05:00
20858,3851,OPTISCAN_V2,2.14.3,ein,92-9267757,0.9222,true,"{""field"":""ein"",""value"":""92-9267757"",""confidence"":0.9222,""engine"":""optiscan_v2"",""page"":11,""bbox"":[244,543,298,266]}",2026-02-26 09:40:06.568389-05:00
20859,3851,OPTISCAN_V2,2.14.3,account_number,****0448,0.9645,,"{""field"":""account_number"",""value"":""****0448"",""confidence"":0.9645,""engine"":""optiscan_v2"",""page"":12,""bbox"":[236,575,254,214]}",2026-02-26 09:41:36.166593-05:00
20860,3851,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9022,true,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9022,""engine"":""optiscan_v2"",""page"":5,""bbox"":[59,283,96,616]}",2026-02-26 09:41:33.375762-05:00
20861,3851,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9587,false,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9587,""engine"":""optiscan_v2"",""page"":5,""bbox"":[316,321,159,440]}",2026-02-26 09:50:09.570044-05:00
20862,3851,OPTISCAN_V2,2.14.3,ending_balance,116178.05,0.9292,,"{""field"":""ending_balance"",""value"":""116178.05"",""confidence"":0.9292,""engine"":""optiscan_v2"",""page"":2,""bbox"":[101,686,360,294]}",2026-02-26 09:47:38.312257-05:00
20863,3851,OPTISCAN_V2,2.14.3,total_deposits,50942.88,0.9581,,"{""field"":""total_deposits"",""value"":""50942.88"",""confidence"":0.9581,""engine"":""optiscan_v2"",""page"":10,""bbox"":[124,217,195,595]}",2026-02-26 09:39:47.243370-05:00
20864,3851,OPTISCAN_V2,2.14.3,total_withdrawals,330390.29,0.9585,,"{""field"":""total_withdrawals"",""value"":""330390.29"",""confidence"":0.9585,""engine"":""optiscan_v2"",""page"":3,""bbox"":[135,621,455,77]}",2026-02-26 09:45:55.775592-05:00
20865,3851,OPTISCAN_V2,2.14.3,nsf_count,2,0.9372,,"{""field"":""nsf_count"",""value"":""2"",""confidence"":0.9372,""engine"":""optiscan_v2"",""page"":1,""bbox"":[357,587,73,94]}",2026-02-26 09:49:04.871660-05:00
20866,3852,OPTISCAN_V2,2.14.3,business_name,LanternandSonsLLC,0.9304,false,"{""field"":""business_name"",""value"":""LanternandSonsLLC"",""confidence"":0.9304,""engine"":""optiscan_v2"",""page"":2,""bbox"":[394,548,188,248]}",2026-02-26 23:20:28.428250-05:00
20867,3852,OPTISCAN_V2,2.14.3,ein,92-9267757,0.9564,,"{""field"":""ein"",""value"":""92-9267757"",""confidence"":0.9564,""engine"":""optiscan_v2"",""page"":2,""bbox"":[133,398,475,490]}",2026-02-26 23:15:09.233814-05:00
20868,3852,OPTISCAN_V2,2.14.3,account_number,****2772,0.9831,,"{""field"":""account_number"",""value"":""****2772"",""confidence"":0.9831,""engine"":""optiscan_v2"",""page"":6,""bbox"":[217,640,163,41]}",2026-02-26 23:10:28.127579-05:00
20869,3852,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9216,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9216,""engine"":""optiscan_v2"",""page"":4,""bbox"":[246,556,85,261]}",2026-02-26 23:16:14.834003-05:00
20870,3852,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9582,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9582,""engine"":""optiscan_v2"",""page"":12,""bbox"":[342,25,149,441]}",2026-02-26 23:11:29.780372-05:00
20871,3852,OPTISCAN_V2,2.14.3,ending_balance,217116.18,0.9999,,"{""field"":""ending_balance"",""value"":""217116.18"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":3,""bbox"":[312,482,165,273]}",2026-02-26 23:19:19.872476-05:00
20872,3852,OPTISCAN_V2,2.14.3,total_deposits,170554.19,0.9831,,"{""field"":""total_deposits"",""value"":""170554.19"",""confidence"":0.9831,""engine"":""optiscan_v2"",""page"":12,""bbox"":[232,72,108,677]}",2026-02-26 23:24:16.009583-05:00
20873,3852,OPTISCAN_V2,2.14.3,total_withdrawals,179835.66,0.9651,,"{""field"":""total_withdrawals"",""value"":""179835.66"",""confidence"":0.9651,""engine"":""optiscan_v2"",""page"":5,""bbox"":[192,354,380,306]}",2026-02-26 23:21:39.779272-05:00
20874,3852,OPTISCAN_V2,2.14.3,nsf_count,1,0.9262,,"{""field"":""nsf_count"",""value"":""1"",""confidence"":0.9262,""engine"":""optiscan_v2"",""page"":1,""bbox"":[366,585,122,687]}",2026-02-26 23:13:43.123668-05:00
20875,3853,OPTISCAN_V2,2.14.3,business_name,Sunbelt Towing Partners LLC,0.9266,,"{""field"":""business_name"",""value"":""Sunbelt Towing Partners LLC"",""confidence"":0.9266,""engine"":""optiscan_v2"",""page"":1,""bbox"":[90,641,225,549]}",2026-02-23 19:49:36.439715-05:00
20876,3853,OPTISCAN_V2,2.14.3,ein,86-5943055,0.9887,,"{""field"":""ein"",""value"":""86-5943055"",""confidence"":0.9887,""engine"":""optiscan_v2"",""page"":3,""bbox"":[328,204,451,430]}",2026-02-23 19:44:20.414092-05:00
20877,3853,OPTISCAN_V2,2.14.3,account_number,****5176,0.9406,,"{""field"":""account_number"",""value"":""****5176"",""confidence"":0.9406,""engine"":""optiscan_v2"",""page"":3,""bbox"":[137,327,422,462]}",2026-02-23 19:49:26.091777-05:00
20878,3853,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9583,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9583,""engine"":""optiscan_v2"",""page"":4,""bbox"":[61,346,246,534]}",2026-02-23 19:44:23.995340-05:00
20879,3853,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9583,true,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9583,""engine"":""optiscan_v2"",""page"":7,""bbox"":[124,363,288,219]}",2026-02-23 19:55:36.548825-05:00
20880,3853,OPTISCAN_V2,2.14.3,ending_balance,69806.03,0.9675,true,"{""field"":""ending_balance"",""value"":""69806.03"",""confidence"":0.9675,""engine"":""optiscan_v2"",""page"":7,""bbox"":[127,429,108,699]}",2026-02-23 19:51:32.893402-05:00
20881,3853,OPTISCAN_V2,2.14.3,total_deposits,371546.72,0.9805,,"{""field"":""total_deposits"",""value"":""371546.72"",""confidence"":0.9805,""engine"":""optiscan_v2"",""page"":7,""bbox"":[279,284,159,562]}",2026-02-23 19:43:48.357095-05:00
20882,3853,OPTISCAN_V2,2.14.3,total_withdrawals,188760.29,0.9121,,"{""field"":""total_withdrawals"",""value"":""188760.29"",""confidence"":0.9121,""engine"":""optiscan_v2"",""page"":11,""bbox"":[128,216,470,45]}",2026-02-23 19:55:58.245696-05:00
20883,3853,OPTISCAN_V2,2.14.3,nsf_count,0,0.9969,false,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.9969,""engine"":""optiscan_v2"",""page"":4,""bbox"":[358,312,344,630]}",2026-02-23 19:47:49.008525-05:00
20884,3854,OPTISCAN_V2,2.14.3,business_name,Sunbelt Towing Partners LLC,0.922,,"{""field"":""business_name"",""value"":""Sunbelt Towing Partners LLC"",""confidence"":0.922,""engine"":""optiscan_v2"",""page"":9,""bbox"":[171,595,388,675]}",2026-02-25 07:47:39.016214-05:00
20885,3854,OPTISCAN_V2,2.14.3,ein,86-5943055,0.9577,true,"{""field"":""ein"",""value"":""86-5943055"",""confidence"":0.9577,""engine"":""optiscan_v2"",""page"":7,""bbox"":[299,627,275,660]}",2026-02-25 07:48:02.776038-05:00
20886,3854,OPTISCAN_V2,2.14.3,account_number,****3728,0.9174,true,"{""field"":""account_number"",""value"":""****3728"",""confidence"":0.9174,""engine"":""optiscan_v2"",""page"":3,""bbox"":[322,654,193,697]}",2026-02-25 07:44:02.868158-05:00
20887,3854,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9178,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9178,""engine"":""optiscan_v2"",""page"":4,""bbox"":[302,140,388,45]}",2026-02-25 07:47:54.471365-05:00
20888,3854,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9368,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9368,""engine"":""optiscan_v2"",""page"":11,""bbox"":[144,630,476,132]}",2026-02-25 07:43:53.578928-05:00
20889,3854,OPTISCAN_V2,2.14.3,ending_balance,159262.05,0.9083,,"{""field"":""ending_balance"",""value"":""159262.05"",""confidence"":0.9083,""engine"":""optiscan_v2"",""page"":1,""bbox"":[64,393,339,306]}",2026-02-25 07:43:37.435884-05:00
20890,3854,OPTISCAN_V2,2.14.3,total_deposits,117809.20,0.9417,,"{""field"":""total_deposits"",""value"":""117809.20"",""confidence"":0.9417,""engine"":""optiscan_v2"",""page"":2,""bbox"":[267,639,465,468]}",2026-02-25 07:41:50.258119-05:00
20891,3854,OPTISCAN_V2,2.14.3,total_withdrawals,64509.48,0.8668,,"{""field"":""total_withdrawals"",""value"":""64509.48"",""confidence"":0.8668,""engine"":""optiscan_v2"",""page"":6,""bbox"":[95,325,247,532]}",2026-02-25 07:45:36.076833-05:00
20892,3854,OPTISCAN_V2,2.14.3,nsf_count,5,0.937,true,"{""field"":""nsf_count"",""value"":""5"",""confidence"":0.937,""engine"":""optiscan_v2"",""page"":7,""bbox"":[30,188,472,610]}",2026-02-25 07:47:46.072186-05:00
20893,3857,OPTISCAN_V2,2.14.3,business_name,Cherryville Towing LLC,0.9627,,"{""field"":""business_name"",""value"":""Cherryville Towing LLC"",""confidence"":0.9627,""engine"":""optiscan_v2"",""page"":1,""bbox"":[263,317,135,91]}",2026-03-01 01:07:52.139148-05:00
20894,3857,OPTISCAN_V2,2.14.3,ein,,0.9693,true,"{""field"":""ein"",""value"":"""",""confidence"":0.9693,""engine"":""optiscan_v2"",""page"":10,""bbox"":[101,353,439,620]}",2026-03-01 01:16:44.021554-05:00
20895,3857,OPTISCAN_V2,2.14.3,account_number,****4340,0.9731,,"{""field"":""account_number"",""value"":""****4340"",""confidence"":0.9731,""engine"":""optiscan_v2"",""page"":5,""bbox"":[391,174,339,134]}",2026-03-01 01:17:16.948533-05:00
20896,3857,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9974,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9974,""engine"":""optiscan_v2"",""page"":8,""bbox"":[326,375,441,235]}",2026-03-01 01:13:24.882821-05:00
20897,3857,OPTISCAN_V2,2.14.3,statement_period_end,2026-02-28,0.9372,,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9372,""engine"":""optiscan_v2"",""page"":3,""bbox"":[320,243,113,228]}",2026-03-01 01:14:58.313787-05:00
20898,3857,OPTISCAN_V2,2.14.3,ending_balance,205579.81,0.9488,,"{""field"":""ending_balance"",""value"":""205579.81"",""confidence"":0.9488,""engine"":""optiscan_v2"",""page"":1,""bbox"":[192,696,246,389]}",2026-03-01 01:06:21.320553-05:00
20899,3857,OPTISCAN_V2,2.14.3,total_deposits,405080.29,0.9392,true,"{""field"":""total_deposits"",""value"":""405080.29"",""confidence"":0.9392,""engine"":""optiscan_v2"",""page"":1,""bbox"":[73,218,94,429]}",2026-03-01 01:05:55.988080-05:00
20900,3857,OPTISCAN_V2,2.14.3,total_withdrawals,240544.95,0.9072,,"{""field"":""total_withdrawals"",""value"":""240544.95"",""confidence"":0.9072,""engine"":""optiscan_v2"",""page"":11,""bbox"":[234,60,313,231]}",2026-03-01 01:14:07.182517-05:00
20901,3857,OPTISCAN_V2,2.14.3,nsf_count,3,0.9522,,"{""field"":""nsf_count"",""value"":""3"",""confidence"":0.9522,""engine"":""optiscan_v2"",""page"":12,""bbox"":[386,84,244,699]}",2026-03-01 01:04:57.632482-05:00
20902,3861,OPTISCAN_V2,2.14.3,business_name,Steele Creek Enterprises Inc,0.958,,"{""field"":""business_name"",""value"":""Steele Creek Enterprises Inc"",""confidence"":0.958,""engine"":""optiscan_v2"",""page"":9,""bbox"":[219,280,165,214]}",2026-02-24 09:37:30.636154-05:00
20903,3861,OPTISCAN_V2,2.14.3,ein,38-4813728,0.975,true,"{""field"":""ein"",""value"":""38-4813728"",""confidence"":0.975,""engine"":""optiscan_v2"",""page"":8,""bbox"":[211,88,245,99]}",2026-02-24 09:39:59.742581-05:00
20904,3861,OPTISCAN_V2,2.14.3,account_number,****3434,0.9999,,"{""field"":""account_number"",""value"":""****3434"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":7,""bbox"":[254,144,352,576]}",2026-02-24 09:41:34.855320-05:00
20905,3861,OPTISCAN_V2,2.14.3,statement_period_start,2025-12-01,0.9999,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":10,""bbox"":[113,688,82,62]}",2026-02-24 09:37:57.306206-05:00
20906,3861,OPTISCAN_V2,2.14.3,statement_period_end,2026-02-28,0.9927,,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9927,""engine"":""optiscan_v2"",""page"":7,""bbox"":[69,48,464,405]}",2026-02-24 09:43:25.003008-05:00
20907,3861,OPTISCAN_V2,2.14.3,ending_balance,91874.16,0.9659,,"{""field"":""ending_balance"",""value"":""91874.16"",""confidence"":0.9659,""engine"":""optiscan_v2"",""page"":1,""bbox"":[57,457,359,407]}",2026-02-24 09:37:16.748632-05:00
20908,3861,OPTISCAN_V2,2.14.3,total_deposits,146680.96,0.9999,,"{""field"":""total_deposits"",""value"":""146680.96"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":12,""bbox"":[249,286,274,149]}",2026-02-24 09:38:38.702631-05:00
20909,3861,OPTISCAN_V2,2.14.3,total_withdrawals,318571.10,0.9924,,"{""field"":""total_withdrawals"",""value"":""318571.10"",""confidence"":0.9924,""engine"":""optiscan_v2"",""page"":9,""bbox"":[82,421,407,390]}",2026-02-24 09:34:25.968913-05:00
20910,3861,OPTISCAN_V2,2.14.3,nsf_count,3,0.9478,true,"{""field"":""nsf_count"",""value"":""3"",""confidence"":0.9478,""engine"":""optiscan_v2"",""page"":3,""bbox"":[347,179,200,247]}",2026-02-24 09:34:51.382085-05:00
20911,3863,OPTISCAN_V3,3.1.0,business_name,Steele Creek Enterprises Inc,0.9377,,"{""field"":""business_name"",""value"":""Steele Creek Enterprises Inc"",""confidence"":0.9377,""engine"":""optiscan_v3"",""page"":8,""bbox"":[164,84,268,35]}",2026-02-24 19:41:55.037281-05:00
