event_id,application_id,event_type,from_status,to_status,actor_type,actor_id,occurred_at,recorded_at,detail
16684,916,REVIEW_CLOSED,,,UNDERWRITER,j.beaumont,2026-03-12 12:06:57.956100-05:00,2026-03-12 12:06:58.212100-05:00,
16685,799,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-12 13:04:08.592313-05:00,2026-03-12 13:04:08.731313-05:00,
16686,916,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,j.beaumont,2026-03-12 13:32:41.370310-05:00,2026-03-12 13:32:41.626310-05:00,Requested explanation of large deposit
16687,1001,REVIEW_OPENED,,,UNDERWRITER,d.pham,2026-03-12 13:33:49.621317-05:00,2026-03-12 13:33:49.962317-05:00,
16688,1001,REVIEW_CLOSED,,,UNDERWRITER,d.pham,2026-03-12 14:09:07.059838-05:00,2026-03-12 14:09:07.400838-05:00,
16689,1001,REVIEW_OPENED,,,UNDERWRITER,d.pham,2026-03-12 14:44:14.386890-05:00,2026-03-12 14:44:14.727890-05:00,
16690,1001,REVIEW_CLOSED,,,UNDERWRITER,d.pham,2026-03-12 15:21:29.501796-05:00,2026-03-12 15:21:29.842796-05:00,
16691,1017,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,p.deshmukh,2026-03-12 15:53:36.307698-05:00,2026-03-12 15:53:36.664698-05:00,
16692,1017,REVIEW_OPENED,,,UNDERWRITER,p.deshmukh,2026-03-12 16:05:54.269364-05:00,2026-03-12 16:05:54.626364-05:00,
16693,264,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-12 16:40:38.765905-05:00,2026-03-12 16:40:39.069905-05:00,
16694,1017,REVIEW_CLOSED,,,UNDERWRITER,p.deshmukh,2026-03-12 16:49:57.770771-05:00,2026-03-12 16:49:58.127771-05:00,
16695,975,WITHDRAWN,PENDING_INFO,WITHDRAWN,APPLICANT,portal,2026-03-12 17:03:46.619999-05:00,2026-03-12 17:03:46.934999-05:00,Applicant withdrew
16696,945,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-12 17:07:33.476427-05:00,2026-03-12 17:07:33.761427-05:00,
16697,1017,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,p.deshmukh,2026-03-12 17:23:39.884635-05:00,2026-03-12 17:23:40.241635-05:00,
16698,1017,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-03-12 17:43:43.221187-05:00,2026-03-12 17:43:43.578187-05:00,
16699,1001,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,d.pham,2026-03-12 17:53:49.323293-05:00,2026-03-12 17:53:49.664293-05:00,
16700,1001,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-03-12 18:18:50.909541-05:00,2026-03-12 18:18:51.250541-05:00,
16701,264,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,p.deshmukh,2026-03-12 20:21:35.620458-05:00,2026-03-12 20:21:35.924458-05:00,
16702,1038,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-12 20:29:16.060334-05:00,2026-03-12 20:29:16.438334-05:00,
16703,579,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-12 20:30:14.375279-05:00,2026-03-12 20:30:14.994279-05:00,
16704,264,REVIEW_OPENED,,,UNDERWRITER,p.deshmukh,2026-03-12 20:51:39.991392-05:00,2026-03-12 20:51:40.295392-05:00,
16705,1038,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,k.abernathy,2026-03-12 21:08:53.618417-05:00,2026-03-12 21:08:53.996417-05:00,
16706,264,REVIEW_CLOSED,,,UNDERWRITER,p.deshmukh,2026-03-12 21:17:02.122627-05:00,2026-03-12 21:17:02.426627-05:00,
16707,264,REVIEW_OPENED,,,UNDERWRITER,p.deshmukh,2026-03-12 21:43:31.504589-05:00,2026-03-12 21:43:31.808589-05:00,
16708,503,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,k.abernathy,2026-03-12 21:48:24.312723-05:00,2026-03-12 21:48:24.855723-05:00,
16709,264,REVIEW_CLOSED,,,UNDERWRITER,p.deshmukh,2026-03-12 22:01:58.505171-05:00,2026-03-12 22:01:58.809171-05:00,
16710,1165,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-12 22:20:49.178791-05:00,2026-03-12 22:20:49.683791-05:00,
16711,264,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,p.deshmukh,2026-03-12 22:30:34.858099-05:00,2026-03-12 22:30:35.162099-05:00,Missing month 3 bank statement
16712,503,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-03-12 22:47:50.471308-05:00,2026-03-12 22:47:51.014308-05:00,
16713,503,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-03-12 22:55:36.879798-05:00,2026-03-12 22:55:37.422798-05:00,
16714,571,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-12 23:17:21.514409-05:00,2026-03-12 23:17:22.125409-05:00,
16715,920,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-12 23:45:12.332329-05:00,2026-03-12 23:45:12.592329-05:00,
16716,1165,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,s.whitfield,2026-03-12 23:45:45.211190-05:00,2026-03-12 23:45:45.716190-05:00,
16717,1038,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-03-12 23:59:34.733555-05:00,2026-03-12 23:59:35.111555-05:00,
16718,1038,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-03-13 00:12:33.466541-05:00,2026-03-13 00:12:33.844541-05:00,
16719,810,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-13 00:14:57.795032-05:00,2026-03-13 00:14:57.945032-05:00,
16720,634,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-13 00:27:46.483713-05:00,2026-03-13 00:27:47.157713-05:00,
16721,634,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,p.deshmukh,2026-03-13 01:00:19.438243-05:00,2026-03-13 01:00:20.112243-05:00,
16722,978,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-13 01:34:35.416689-05:00,2026-03-13 01:34:35.734689-05:00,
16723,1038,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-03-13 02:08:01.152077-05:00,2026-03-13 02:08:01.530077-05:00,
16724,503,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-03-13 02:15:21.841765-05:00,2026-03-13 02:15:22.384765-05:00,
16725,1038,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-03-13 02:18:05.190963-05:00,2026-03-13 02:18:05.568963-05:00,
16726,503,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-03-13 02:23:04.235092-05:00,2026-03-13 02:23:04.778092-05:00,
16727,920,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,k.abernathy,2026-03-13 02:30:57.585708-05:00,2026-03-13 02:30:57.845708-05:00,
16728,634,REVIEW_OPENED,,,UNDERWRITER,p.deshmukh,2026-03-13 02:55:42.054399-05:00,2026-03-13 02:55:42.728399-05:00,
16729,634,REVIEW_CLOSED,,,UNDERWRITER,p.deshmukh,2026-03-13 03:10:32.715549-05:00,2026-03-13 03:10:33.389549-05:00,
16730,860,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-13 03:12:17.742840-05:00,2026-03-13 03:12:17.942840-05:00,
16731,503,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,k.abernathy,2026-03-13 03:29:29.933612-05:00,2026-03-13 03:29:30.476612-05:00,
16732,920,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-03-13 03:44:16.385884-05:00,2026-03-13 03:44:16.645884-05:00,
16733,634,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,p.deshmukh,2026-03-13 03:45:42.442451-05:00,2026-03-13 03:45:43.116451-05:00,
16734,634,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-03-13 04:05:31.208956-05:00,2026-03-13 04:05:31.882956-05:00,
16735,920,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-03-13 04:06:32.563727-05:00,2026-03-13 04:06:32.823727-05:00,
16736,503,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-03-13 04:10:01.310144-05:00,2026-03-13 04:10:01.853144-05:00,
16737,988,WITHDRAWN,PENDING_INFO,WITHDRAWN,APPLICANT,portal,2026-03-13 04:45:13.014784-05:00,2026-03-13 04:45:13.342784-05:00,Applicant withdrew
16738,920,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-03-13 06:15:08.582031-05:00,2026-03-13 06:15:08.842031-05:00,
16739,1038,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,k.abernathy,2026-03-13 06:24:03.863134-05:00,2026-03-13 06:24:04.241134-05:00,
16740,920,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-03-13 06:28:48.482999-05:00,2026-03-13 06:28:48.742999-05:00,
16741,1038,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-03-13 07:06:47.445878-05:00,2026-03-13 07:06:47.823878-05:00,
16742,714,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-13 07:11:34.037730-05:00,2026-03-13 07:11:34.091730-05:00,
16743,920,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,k.abernathy,2026-03-13 07:51:52.958109-05:00,2026-03-13 07:51:53.218109-05:00,
16744,920,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-03-13 08:37:36.848229-05:00,2026-03-13 08:37:37.108229-05:00,
16745,1165,REVIEW_OPENED,,,UNDERWRITER,s.whitfield,2026-03-13 09:03:45.637641-05:00,2026-03-13 09:03:46.142641-05:00,
16746,835,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-13 09:12:09.131522-05:00,2026-03-13 09:12:09.306522-05:00,
16747,1165,REVIEW_CLOSED,,,UNDERWRITER,s.whitfield,2026-03-13 09:14:49.229578-05:00,2026-03-13 09:14:49.734578-05:00,
16748,1054,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-03-13 09:41:44.169701-05:00,2026-03-13 09:41:44.563701-05:00,
16749,1047,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-13 09:59:22.261344-05:00,2026-03-13 09:59:22.648344-05:00,
16750,1047,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,k.abernathy,2026-03-13 11:09:44.622618-05:00,2026-03-13 11:09:45.009618-05:00,
16751,858,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-13 11:25:52.221788-05:00,2026-03-13 11:25:52.419788-05:00,
16752,1165,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,s.whitfield,2026-03-13 11:59:53.390051-05:00,2026-03-13 11:59:53.895051-05:00,
16753,835,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,c.obrien,2026-03-13 12:20:41.573753-05:00,2026-03-13 12:20:41.748753-05:00,
16754,1072,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-13 12:30:00.079642-05:00,2026-03-13 12:30:00.491642-05:00,
16755,966,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-13 12:40:14.141182-05:00,2026-03-13 12:40:14.447182-05:00,
16756,1165,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-03-13 12:40:40.827663-05:00,2026-03-13 12:40:41.332663-05:00,
16757,790,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-13 13:31:30.878706-05:00,2026-03-13 13:31:31.008706-05:00,
16758,1047,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-03-13 14:01:28.622413-05:00,2026-03-13 14:01:29.009413-05:00,
16759,1047,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-03-13 14:21:16.137854-05:00,2026-03-13 14:21:16.524854-05:00,
16760,835,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-03-13 14:28:01.597096-05:00,2026-03-13 14:28:01.772096-05:00,
16761,982,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-13 14:30:46.016842-05:00,2026-03-13 14:30:46.338842-05:00,
16762,835,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-03-13 14:40:58.826145-05:00,2026-03-13 14:40:59.001145-05:00,
16763,1054,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,l.nakamura,2026-03-13 14:50:09.400973-05:00,2026-03-13 14:50:09.794973-05:00,
16764,984,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-13 15:25:05.480839-05:00,2026-03-13 15:25:05.804839-05:00,
16765,1054,REVIEW_OPENED,,,UNDERWRITER,l.nakamura,2026-03-13 15:31:29.541695-05:00,2026-03-13 15:31:29.935695-05:00,
16766,1047,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,k.abernathy,2026-03-13 15:33:29.311194-05:00,2026-03-13 15:33:29.698194-05:00,
16767,1139,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-13 15:34:20.123873-05:00,2026-03-13 15:34:20.602873-05:00,
16768,1054,REVIEW_CLOSED,,,UNDERWRITER,l.nakamura,2026-03-13 15:41:20.207216-05:00,2026-03-13 15:41:20.601216-05:00,
16769,1047,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-03-13 16:01:33.516425-05:00,2026-03-13 16:01:33.903425-05:00,
16770,835,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-03-13 16:23:33.938142-05:00,2026-03-13 16:23:34.113142-05:00,
16771,861,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-13 16:37:55.014779-05:00,2026-03-13 16:37:55.215779-05:00,
16772,835,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-03-13 16:41:51.898580-05:00,2026-03-13 16:41:52.073580-05:00,
16773,1054,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,l.nakamura,2026-03-13 16:59:25.471700-05:00,2026-03-13 16:59:25.865700-05:00,Voided check missing
16774,858,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,a.castellanos,2026-03-13 17:13:30.422905-05:00,2026-03-13 17:13:30.620905-05:00,
16775,264,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-13 17:32:20.710981-05:00,2026-03-13 17:32:21.014981-05:00,
16776,835,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,c.obrien,2026-03-13 17:36:51.829077-05:00,2026-03-13 17:36:52.004077-05:00,Voided check missing
16777,982,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,t.rivas,2026-03-13 17:58:25.609301-05:00,2026-03-13 17:58:25.931301-05:00,
16778,1009,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-13 18:27:53.139114-05:00,2026-03-13 18:27:53.488114-05:00,
16779,982,REVIEW_OPENED,,,UNDERWRITER,t.rivas,2026-03-13 18:38:47.801764-05:00,2026-03-13 18:38:48.123764-05:00,
16780,1009,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,p.deshmukh,2026-03-13 18:56:20.444377-05:00,2026-03-13 18:56:20.793377-05:00,
16781,982,REVIEW_CLOSED,,,UNDERWRITER,t.rivas,2026-03-13 19:03:26.126597-05:00,2026-03-13 19:03:26.448597-05:00,
16782,264,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,p.deshmukh,2026-03-13 19:05:12.240994-05:00,2026-03-13 19:05:12.544994-05:00,
16783,264,REVIEW_OPENED,,,UNDERWRITER,p.deshmukh,2026-03-13 19:05:12.240994-05:00,2026-03-13 19:05:12.544994-05:00,
16784,264,REVIEW_CLOSED,,,UNDERWRITER,p.deshmukh,2026-03-13 19:13:43.500579-05:00,2026-03-13 19:13:43.804579-05:00,
16785,1067,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-13 19:18:22.577396-05:00,2026-03-13 19:18:22.984396-05:00,
16786,264,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,p.deshmukh,2026-03-13 19:38:43.500579-05:00,2026-03-13 19:38:43.804579-05:00,
16787,982,REVIEW_OPENED,,,UNDERWRITER,t.rivas,2026-03-13 19:54:42.868475-05:00,2026-03-13 19:54:43.190475-05:00,
16788,982,REVIEW_CLOSED,,,UNDERWRITER,t.rivas,2026-03-13 20:05:45.751012-05:00,2026-03-13 20:05:46.073012-05:00,
16789,264,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-03-13 20:07:38.833028-05:00,2026-03-13 20:07:39.137028-05:00,
16790,1067,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,t.rivas,2026-03-13 20:28:33.864419-05:00,2026-03-13 20:28:34.271419-05:00,
16791,858,REVIEW_OPENED,,,UNDERWRITER,a.castellanos,2026-03-13 20:53:24.266188-05:00,2026-03-13 20:53:24.464188-05:00,
16792,1067,REVIEW_OPENED,,,UNDERWRITER,t.rivas,2026-03-13 20:57:47.247941-05:00,2026-03-13 20:57:47.654941-05:00,
16793,858,REVIEW_CLOSED,,,UNDERWRITER,a.castellanos,2026-03-13 21:04:13.041403-05:00,2026-03-13 21:04:13.239403-05:00,
16794,982,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,t.rivas,2026-03-13 21:59:57.565092-05:00,2026-03-13 21:59:57.887092-05:00,
16795,1067,REVIEW_CLOSED,,,UNDERWRITER,t.rivas,2026-03-13 22:05:45.914332-05:00,2026-03-13 22:05:46.321332-05:00,
16796,982,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-03-13 22:23:53.889778-05:00,2026-03-13 22:23:54.211778-05:00,
16797,1067,REVIEW_OPENED,,,UNDERWRITER,t.rivas,2026-03-13 22:42:27.047718-05:00,2026-03-13 22:42:27.454718-05:00,
16798,1067,REVIEW_CLOSED,,,UNDERWRITER,t.rivas,2026-03-13 22:58:33.124317-05:00,2026-03-13 22:58:33.531317-05:00,
16799,463,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-13 23:20:51.107466-05:00,2026-03-13 23:20:51.610466-05:00,
16800,1009,REVIEW_OPENED,,,UNDERWRITER,p.deshmukh,2026-03-13 23:25:48.453933-05:00,2026-03-13 23:25:48.802933-05:00,
16801,1023,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-13 23:33:53.894803-05:00,2026-03-13 23:33:54.257803-05:00,
16802,1009,REVIEW_CLOSED,,,UNDERWRITER,p.deshmukh,2026-03-13 23:39:35.499713-05:00,2026-03-13 23:39:35.848713-05:00,
16803,1067,REVIEW_OPENED,,,UNDERWRITER,t.rivas,2026-03-13 23:55:09.308629-05:00,2026-03-13 23:55:09.715629-05:00,
16804,463,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,a.castellanos,2026-03-14 00:00:13.949687-05:00,2026-03-14 00:00:14.452687-05:00,
16805,1193,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-03-14 00:01:39.902277-05:00,2026-03-14 00:01:40.435277-05:00,
16806,1067,REVIEW_CLOSED,,,UNDERWRITER,t.rivas,2026-03-14 00:08:02.434823-05:00,2026-03-14 00:08:02.841823-05:00,
16807,1009,REVIEW_OPENED,,,UNDERWRITER,p.deshmukh,2026-03-14 00:21:05.265871-05:00,2026-03-14 00:21:05.614871-05:00,
16808,463,REVIEW_OPENED,,,UNDERWRITER,a.castellanos,2026-03-14 00:24:07.436924-05:00,2026-03-14 00:24:07.939924-05:00,
16809,463,REVIEW_CLOSED,,,UNDERWRITER,a.castellanos,2026-03-14 00:29:19.393845-05:00,2026-03-14 00:29:19.896845-05:00,
16810,463,REVIEW_OPENED,,,UNDERWRITER,a.castellanos,2026-03-14 00:40:12.349087-05:00,2026-03-14 00:40:12.852087-05:00,
16811,463,REVIEW_CLOSED,,,UNDERWRITER,a.castellanos,2026-03-14 01:01:30.413166-05:00,2026-03-14 01:01:30.916166-05:00,
16812,858,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,a.castellanos,2026-03-14 01:47:11.604416-05:00,2026-03-14 01:47:11.802416-05:00,
16813,1009,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,p.deshmukh,2026-03-14 01:47:51.481875-05:00,2026-03-14 01:47:51.830875-05:00,
16814,463,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,a.castellanos,2026-03-14 01:56:55.531311-05:00,2026-03-14 01:56:56.034311-05:00,
16815,621,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-03-14 01:57:54.066367-05:00,2026-03-14 01:57:54.727367-05:00,
16816,1009,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-03-14 02:02:42.340618-05:00,2026-03-14 02:02:42.689618-05:00,
16817,1067,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,t.rivas,2026-03-14 02:05:16.301871-05:00,2026-03-14 02:05:16.708871-05:00,
16818,1067,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-03-14 02:14:42.095920-05:00,2026-03-14 02:14:42.502920-05:00,
16819,463,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-03-14 02:23:57.458592-05:00,2026-03-14 02:23:57.961592-05:00,
16820,858,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-03-14 02:38:14.843604-05:00,2026-03-14 02:38:15.041604-05:00,
16821,1031,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-14 02:46:28.685586-05:00,2026-03-14 02:46:29.056586-05:00,
16822,1031,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,j.beaumont,2026-03-14 04:32:13.291684-05:00,2026-03-14 04:32:13.662684-05:00,
16823,1031,REVIEW_OPENED,,,UNDERWRITER,j.beaumont,2026-03-14 04:57:28.064988-05:00,2026-03-14 04:57:28.435988-05:00,
16824,1031,REVIEW_CLOSED,,,UNDERWRITER,j.beaumont,2026-03-14 05:28:08.911802-05:00,2026-03-14 05:28:09.282802-05:00,
16825,1031,REVIEW_OPENED,,,UNDERWRITER,j.beaumont,2026-03-14 06:08:55.808662-05:00,2026-03-14 06:08:56.179662-05:00,
16826,529,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-14 06:54:35.831578-05:00,2026-03-14 06:54:36.400578-05:00,
16827,904,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-03-14 07:27:55.862900-05:00,2026-03-14 07:27:56.106900-05:00,
16828,1193,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,renee.blackwell,2026-03-14 07:58:44.255165-05:00,2026-03-14 07:58:44.788165-05:00,
16829,1031,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,j.beaumont,2026-03-14 08:01:48.596420-05:00,2026-03-14 08:01:48.967420-05:00,
16830,621,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,j.beaumont,2026-03-14 08:13:09.869161-05:00,2026-03-14 08:13:10.530161-05:00,
16831,1193,REVIEW_OPENED,,,UNDERWRITER,renee.blackwell,2026-03-14 08:34:06.440330-05:00,2026-03-14 08:34:06.973330-05:00,
16832,1193,REVIEW_CLOSED,,,UNDERWRITER,renee.blackwell,2026-03-14 08:45:38.493746-05:00,2026-03-14 08:45:39.026746-05:00,
16833,1031,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-03-14 08:54:44.879433-05:00,2026-03-14 08:54:45.250433-05:00,
16834,904,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,s.whitfield,2026-03-14 08:57:46.861132-05:00,2026-03-14 08:57:47.105132-05:00,
16835,1193,REVIEW_OPENED,,,UNDERWRITER,renee.blackwell,2026-03-14 10:05:57.935178-05:00,2026-03-14 10:05:58.468178-05:00,
16836,958,WITHDRAWN,PENDING_INFO,WITHDRAWN,APPLICANT,portal,2026-03-14 10:20:54.223081-05:00,2026-03-14 10:20:54.521081-05:00,Applicant withdrew
16837,529,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,c.obrien,2026-03-14 10:41:22.038722-05:00,2026-03-14 10:41:22.607722-05:00,
16838,529,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-03-14 10:41:22.038722-05:00,2026-03-14 10:41:22.607722-05:00,
16839,1193,REVIEW_CLOSED,,,UNDERWRITER,renee.blackwell,2026-03-14 10:50:38.990876-05:00,2026-03-14 10:50:39.523876-05:00,
16840,529,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-03-14 11:01:47.526777-05:00,2026-03-14 11:01:48.095777-05:00,
16841,487,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-14 11:26:03.012056-05:00,2026-03-14 11:26:03.539056-05:00,
16842,529,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,c.obrien,2026-03-14 11:26:47.526777-05:00,2026-03-14 11:26:48.095777-05:00,Missing month 3 bank statement
16843,1193,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,renee.blackwell,2026-03-14 12:07:48.533512-05:00,2026-03-14 12:07:49.066512-05:00,Missing month 3 bank statement
16844,904,REVIEW_OPENED,,,UNDERWRITER,s.whitfield,2026-03-14 13:15:53.435489-05:00,2026-03-14 13:15:53.679489-05:00,
16845,842,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-03-14 13:18:50.884935-05:00,2026-03-14 13:18:51.066935-05:00,
16846,621,REVIEW_OPENED,,,UNDERWRITER,j.beaumont,2026-03-14 13:32:39.159446-05:00,2026-03-14 13:32:39.820446-05:00,
16847,904,REVIEW_CLOSED,,,UNDERWRITER,s.whitfield,2026-03-14 13:39:53.729869-05:00,2026-03-14 13:39:53.973869-05:00,
16848,621,REVIEW_CLOSED,,,UNDERWRITER,j.beaumont,2026-03-14 14:05:45.407068-05:00,2026-03-14 14:05:46.068068-05:00,
16849,904,REVIEW_OPENED,,,UNDERWRITER,s.whitfield,2026-03-14 14:32:08.439390-05:00,2026-03-14 14:32:08.683390-05:00,
16850,904,REVIEW_CLOSED,,,UNDERWRITER,s.whitfield,2026-03-14 14:40:17.776850-05:00,2026-03-14 14:40:18.020850-05:00,
16851,740,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-03-14 15:04:07.337631-05:00,2026-03-14 15:04:07.417631-05:00,
16852,904,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,s.whitfield,2026-03-14 16:03:19.698251-05:00,2026-03-14 16:03:19.942251-05:00,
