transaction_id,application_id,document_id,account_last4,posted_date,description,amount,running_balance,category,category_source,created_at
50081,982,3279,3338,2026-01-15,sysco food service,-22108.84,42677.39,SUPPLIER,AI_SERVICE,2026-02-22 20:53:54.620283-05:00
50082,982,3279,3338,2026-01-16,SQUARE INC          DEPOSIT,44732.98,87410.37,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-22 20:45:11.871816-05:00
50083,982,3279,3338,2026-01-17,ATM WITHDRAWAL   ,-23498.86,63911.51,,,2026-02-22 21:01:11.990651-05:00
50084,982,3279,3338,2026-01-18,US FOODS ACH DEBIT 00109384,-65342.28,-1430.77,SUPPLIER,AI_SERVICE,2026-02-22 21:01:44.429514-05:00
50085,982,3279,3338,2026-01-19,GUSTO PAYROLL,-57070.42,-58501.19,,,2026-02-22 21:02:11.178958-05:00
50086,982,3279,3338,2026-01-20,VENDOR CHECK 1042 ****9936,-13111.05,-71612.24,SUPPLIER,OPTISCAN_RULES,2026-02-22 20:54:23.138277-05:00
50087,982,3279,3338,2026-01-21,COMMERCIAL RENT ACH,-50651.37,-122263.61,RENT,OPTISCAN_RULES,2026-02-22 20:50:35.413541-05:00
50088,982,3279,3338,2026-01-22,OVERDRAFT ITEM FEE   ,-36.00,-122299.61,,,2026-02-22 20:58:49.042942-05:00
50089,982,3279,3338,2026-01-24,TOAST POS SETTLEMENT,51241.53,-71058.08,,,2026-02-22 20:58:07.461507-05:00
50090,982,3279,3338,2026-01-25,GUSTO PAYROLL,-56708.02,-127766.10,PAYROLL,OPTISCAN_RULES,2026-02-22 21:03:45.967753-05:00
50091,982,3279,3338,2026-01-26,AMEX SETTLEMENT,114234.01,-13532.09,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-22 21:02:14.342773-05:00
50092,982,3279,3338,2026-01-27,COMMERCIAL RENT ACH,-34259.95,-47792.04,,,2026-02-22 21:01:26.444046-05:00
50093,983,3283,4189,2025-12-30,NSF FEE,-29.00,76802.14,,,2026-02-21 10:48:34.409143-05:00
50094,983,3283,4189,2026-01-01,OVERDRAFT ITEM FEE ****4984,-15.00,76787.14,FEE,OPTISCAN_RULES,2026-02-21 11:01:22.686014-05:00
50095,983,3283,4189,2026-01-02,SYSCO FOOD SERVICE,-55899.91,20887.23,SUPPLIER,OPTISCAN_RULES,2026-02-21 10:45:43.930377-05:00
50096,983,3283,4189,2026-01-03,US FOODS ACH DEBIT 58495828,-56198.77,-35311.54,SUPPLIER,OPTISCAN_RULES,2026-02-21 10:58:23.912522-05:00
50097,983,3283,4189,2026-01-04,INSURANCE PREMIUM ACH 52997151,-63706.79,-99018.33,INSURANCE,OPTISCAN_RULES,2026-02-21 10:49:11.402820-05:00
50098,983,3283,4189,2026-01-06,CARD PAYMENT THANK YOU 26625660,-15328.90,-114347.23,OTHER,MANUAL,2026-02-21 11:00:05.671505-05:00
50099,983,3283,4189,2026-01-07,WIRE IN REF 8841,118305.50,3958.27,,,2026-02-21 10:52:52.187354-05:00
50100,983,3283,4189,2026-01-08,NSF FEE,-15.00,3943.27,FEE,OPTISCAN_RULES,2026-02-21 10:54:56.661744-05:00
50101,983,3283,4189,2026-01-10,REMOTE DEPOSIT CAPTURE,67098.15,71041.42,CHECK_DEPOSIT,MANUAL,2026-02-21 10:48:58.535100-05:00
50102,983,3283,4189,2026-01-11,GUSTO PAYROLL,-56902.08,14139.34,PAYROLL,MANUAL,2026-02-21 10:51:17.498073-05:00
50103,983,3283,4189,2026-01-12,SHOPIFY PAYMENTS PAYOUT,125673.29,139812.63,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-21 11:01:48.239037-05:00
50104,983,3283,4189,2026-01-15,DUKE ENERGY BILLPAY 88993169,-49647.36,90165.27,UTILITIES,OPTISCAN_RULES,2026-02-21 10:46:30.020001-05:00
50105,983,3283,4189,2026-01-18,SBA LOAN PAYMENT,-23123.40,67041.87,DEBT_SERVICE,MANUAL,2026-02-21 10:57:31.443332-05:00
50106,983,3283,4189,2026-01-20,ADP PAYROLL FEES 37379756,-4144.10,62897.77,,,2026-02-21 10:44:55.716529-05:00
50107,983,3283,4189,2026-01-21,STRIPE PAYOUT 76661728,94113.93,157011.70,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-21 10:49:04.002659-05:00
50108,983,3283,4189,2026-01-22,INSURANCE PREMIUM ACH ****3067,-5348.53,151663.17,,,2026-02-21 10:49:15.037589-05:00
50109,983,3283,4189,2026-01-24,SBA LOAN PAYMENT,-53302.75,98360.42,DEBT_SERVICE,OPTISCAN_RULES,2026-02-21 10:46:47.362028-05:00
50110,983,3283,4189,2026-01-25,INSURANCE PREMIUM ACH 56095927,-51746.04,46614.38,,,2026-02-21 10:48:28.748435-05:00
50111,983,3288,8143,2026-01-15,TOAST POS SETTLEMENT 88573749,75942.21,216598.81,,,2026-02-21 20:36:46.522090-05:00
50112,983,3288,8143,2026-01-16,ACH CREDIT CUSTOMER PMT ****2707,97251.10,313849.91,,,2026-02-21 20:28:36.523737-05:00
50113,983,3288,8143,2026-01-17,ACH CREDIT CUSTOMER PMT 64780488,116211.25,430061.16,ACH_CREDIT,OPTISCAN_RULES,2026-02-21 20:36:40.165405-05:00
50114,983,3288,8143,2026-01-18,SBA LOAN PAYMENT,-67915.21,362145.95,DEBT_SERVICE,OPTISCAN_RULES,2026-02-21 20:37:10.197897-05:00
50115,983,3288,8143,2026-01-19,STRIPE PAYOUT,77411.34,439557.29,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-21 20:32:44.066858-05:00
50116,983,3288,8143,2026-01-20,VENDOR CHECK 1042 26101098,-578.83,438978.46,SUPPLIER,OPTISCAN_RULES,2026-02-21 20:21:17.936835-05:00
50117,983,3288,8143,2026-01-21,STATE TAX PAYMENT,-35927.10,403051.36,TAX,OPTISCAN_RULES,2026-02-21 20:34:29.235097-05:00
50118,983,3288,8143,2026-01-23,ACH CREDIT CUSTOMER PMT 03310180,39945.34,442996.70,ACH_CREDIT,AI_SERVICE,2026-02-21 20:21:33.128720-05:00
50119,983,3288,8143,2026-01-24,STRIPE PAYOUT,118919.87,561916.57,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-21 20:34:13.795804-05:00
50120,983,3288,8143,2026-01-25,MERCHANT BANKCD DEP,7022.34,568938.91,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-21 20:37:11.733386-05:00
50121,983,3288,8143,2026-01-28,ATM WITHDRAWAL   ,-59779.61,509159.30,,,2026-02-21 20:30:56.623798-05:00
50122,983,3288,8143,2026-01-29,card payment thank you,-44612.78,464546.52,OTHER,MANUAL,2026-02-21 20:26:53.155436-05:00
50123,983,3288,8143,2026-01-30,STATE TAX PAYMENT,-42427.20,422119.32,TAX,AI_SERVICE,2026-02-21 20:27:03.196719-05:00
50124,983,3288,8143,2026-01-31,CARD PAYMENT THANK YOU,-31340.16,390779.16,,,2026-02-21 20:20:50.872183-05:00
50125,983,3288,8143,2026-02-01,WIRE IN REF 8841,6926.39,397705.55,WIRE_IN,OPTISCAN_RULES,2026-02-21 20:36:06.295754-05:00
50126,983,3288,8143,2026-02-02,OVERDRAFT ITEM FEE 44258830,-36.00,397669.55,FEE,OPTISCAN_RULES,2026-02-21 20:27:11.149250-05:00
50127,983,3288,8143,2026-02-03,REMOTE DEPOSIT CAPTURE 43870147,117420.17,515089.72,,,2026-02-21 20:34:50.055014-05:00
50128,983,3288,8143,2026-02-04,GUSTO PAYROLL,-52445.39,462644.33,PAYROLL,OPTISCAN_RULES,2026-02-21 20:28:20.515957-05:00
50129,983,3288,8143,2026-02-06,COMMERCIAL RENT ACH 37309610,-40615.63,422028.70,RENT,OPTISCAN_RULES,2026-02-21 20:28:23.139817-05:00
50130,983,3288,8143,2026-02-07,TOAST POS SETTLEMENT,95428.82,517457.52,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-21 20:30:41.617814-05:00
50131,983,3288,8143,2026-02-08,STRIPE PAYOUT 15798652,121573.88,639031.40,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-21 20:26:39.511720-05:00
50132,983,3288,8143,2026-02-11,ATM WITHDRAWAL,-48887.41,590143.99,OTHER,OPTISCAN_RULES,2026-02-21 20:24:50.086970-05:00
50133,983,3288,8143,2026-02-12,US FOODS ACH DEBIT ****7562,-20007.73,570136.26,,,2026-02-21 20:35:37.138785-05:00
50134,983,3288,8143,2026-02-13,HOME DEPOT PRO,-67407.57,502728.69,SUPPLIER,OPTISCAN_RULES,2026-02-21 20:27:45.888661-05:00
50135,984,3289,9627,2026-01-19,ATM WITHDRAWAL ****1890,-12596.24,84037.15,,,2026-03-07 19:30:02.365322-05:00
50136,984,3289,9627,2026-01-20,CARD PAYMENT THANK YOU,-3002.59,81034.56,OTHER,OPTISCAN_RULES,2026-03-07 19:33:27.466670-05:00
50137,984,3289,9627,2026-01-21,COMMERCIAL RENT ACH,-12272.85,68761.71,,,2026-03-07 19:39:12.206314-05:00
50138,984,3289,9627,2026-01-23,GUSTO PAYROLL,-3534.84,65226.87,PAYROLL,OPTISCAN_RULES,2026-03-07 19:47:03.644587-05:00
50139,984,3289,9627,2026-01-24,US FOODS ACH DEBIT 57211419,-6620.93,58605.94,SUPPLIER,OPTISCAN_RULES,2026-03-07 19:38:02.981299-05:00
50140,984,3289,9627,2026-01-25,GUSTO PAYROLL 45040940,-8815.93,49790.01,,,2026-03-07 19:45:50.980560-05:00
50141,984,3289,9627,2026-01-26,SYSCO FOOD SERVICE,-12408.50,37381.51,SUPPLIER,AI_SERVICE,2026-03-07 19:36:31.654154-05:00
50142,984,3289,9627,2026-01-27,SYSCO FOOD SERVICE,-1128.33,36253.18,SUPPLIER,OPTISCAN_RULES,2026-03-07 19:37:41.018439-05:00
50143,984,3289,9627,2026-01-28,SBA LOAN PAYMENT 15239735,-10252.18,26001.00,,,2026-03-07 19:35:34.881956-05:00
50144,984,3289,9627,2026-01-30,stripe payout,16739.82,42740.82,CARD_SETTLEMENT,AI_SERVICE,2026-03-07 19:34:12.817492-05:00
50145,984,3289,9627,2026-01-31,COMMERCIAL RENT ACH,-5646.80,37094.02,RENT,OPTISCAN_RULES,2026-03-07 19:48:32.737806-05:00
50146,984,3289,9627,2026-02-01,SBA LOAN PAYMENT,-1339.67,35754.35,DEBT_SERVICE,OPTISCAN_RULES,2026-03-07 19:37:35.085177-05:00
50147,984,3289,9627,2026-02-02,US FOODS ACH DEBIT,-5033.03,30721.32,,,2026-03-07 19:33:09.720096-05:00
50148,984,3289,9627,2026-02-03,ADP PAYROLL FEES,-7521.64,23199.68,,,2026-03-07 19:31:15.839833-05:00
50149,984,3289,9627,2026-02-04,OVERDRAFT ITEM FEE ****9253,-15.00,23184.68,,,2026-03-07 19:46:18.299428-05:00
50150,984,3289,9627,2026-02-05,SBA LOAN PAYMENT,-6201.14,16983.54,DEBT_SERVICE,AI_SERVICE,2026-03-07 19:48:22.603528-05:00
50151,984,3289,9627,2026-02-06,HOME DEPOT PRO,-6452.40,10531.14,SUPPLIER,OPTISCAN_RULES,2026-03-07 19:37:22.275425-05:00
50152,984,3289,9627,2026-02-07,CARD PAYMENT THANK YOU   ,-5995.52,4535.62,OTHER,OPTISCAN_RULES,2026-03-07 19:30:05.772880-05:00
50153,984,3289,9627,2026-02-10,AMEX SETTLEMENT ****4690,6123.73,10659.35,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-07 19:37:19.829010-05:00
50154,984,3289,9627,2026-02-12,REMOTE DEPOSIT CAPTURE,13517.04,24176.39,CHECK_DEPOSIT,OPTISCAN_RULES,2026-03-07 19:46:36.731666-05:00
50155,984,3289,9627,2026-02-13,DUKE ENERGY BILLPAY 48534626,-9545.12,14631.27,UTILITIES,OPTISCAN_RULES,2026-03-07 19:35:45.713377-05:00
50156,984,3289,9627,2026-02-14,WIRE IN REF 8841,12709.38,27340.65,WIRE_IN,MANUAL,2026-03-07 19:40:20.947646-05:00
50157,984,3289,9627,2026-02-15,ADP PAYROLL FEES,-7107.30,20233.35,PAYROLL,MANUAL,2026-03-07 19:47:32.362127-05:00
50158,984,3289,9627,2026-02-16,MERCHANT BANKCD DEP,10257.23,30490.58,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-07 19:39:31.825152-05:00
50159,984,3290,9120,2026-01-21,ATM WITHDRAWAL,-9232.19,98765.96,OTHER,OPTISCAN_RULES,2026-03-08 02:14:10.381537-05:00
50160,984,3290,9120,2026-01-22,SQUARE INC          DEPOSIT 90977869,12382.41,111148.37,,,2026-03-08 02:16:01.202023-05:00
50161,984,3290,9120,2026-01-23,INSURANCE PREMIUM ACH,-11783.21,99365.16,INSURANCE,OPTISCAN_RULES,2026-03-08 02:20:27.603791-05:00
50162,984,3290,9120,2026-01-24,DUKE ENERGY BILLPAY,-9336.37,90028.79,UTILITIES,AI_SERVICE,2026-03-08 02:18:54.757083-05:00
50163,984,3290,9120,2026-01-25,SQUARE INC          DEPOSIT,16603.30,106632.09,,,2026-03-08 02:24:04.000273-05:00
50164,984,3290,9120,2026-01-26,SQUARE INC          DEPOSIT,12160.89,118792.98,,,2026-03-08 02:17:21.241744-05:00
50165,984,3290,9120,2026-01-27,ACH CREDIT CUSTOMER PMT 07511613,9620.80,128413.78,ACH_CREDIT,AI_SERVICE,2026-03-08 02:26:45.451535-05:00
50166,984,3290,9120,2026-01-28,TOAST POS SETTLEMENT,20570.80,148984.58,CARD_SETTLEMENT,AI_SERVICE,2026-03-08 02:25:43.771912-05:00
50167,984,3290,9120,2026-01-29,COMMERCIAL RENT ACH,-1197.03,147787.55,RENT,OPTISCAN_RULES,2026-03-08 02:13:20.856221-05:00
50168,984,3290,9120,2026-01-31,nsf fee,-15.00,147772.55,FEE,OPTISCAN_RULES,2026-03-08 02:19:16.872866-05:00
50169,984,3290,9120,2026-02-01,ATM WITHDRAWAL,-2853.97,144918.58,,,2026-03-08 02:13:31.248782-05:00
50170,984,3290,9120,2026-02-02,SBA LOAN PAYMENT 07890705,-463.02,144455.56,,,2026-03-08 02:18:53.500388-05:00
50171,984,3290,9120,2026-02-04,AMEX SETTLEMENT,11623.76,156079.32,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-08 02:11:16.500250-05:00
50172,984,3290,9120,2026-02-06,STRIPE PAYOUT,19424.37,175503.69,CARD_SETTLEMENT,AI_SERVICE,2026-03-08 02:11:17.662298-05:00
50173,984,3290,9120,2026-02-07,GUSTO PAYROLL,-10198.12,165305.57,PAYROLL,OPTISCAN_RULES,2026-03-08 02:26:39.997566-05:00
50174,984,3290,9120,2026-02-08,DUKE ENERGY BILLPAY ****9736,-1765.30,163540.27,UTILITIES,OPTISCAN_RULES,2026-03-08 02:29:27.889339-05:00
50175,984,3290,9120,2026-02-10,HOME DEPOT PRO,-5835.49,157704.78,,,2026-03-08 02:27:34.825363-05:00
50176,984,3290,9120,2026-02-11,STRIPE PAYOUT,4361.57,162066.35,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-08 02:12:59.163764-05:00
50177,984,3290,9120,2026-02-12,COMMERCIAL RENT ACH,-5949.45,156116.90,RENT,OPTISCAN_RULES,2026-03-08 02:13:03.374483-05:00
50178,984,3290,9120,2026-02-14,INSURANCE PREMIUM ACH,-5535.50,150581.40,INSURANCE,OPTISCAN_RULES,2026-03-08 02:20:39.682407-05:00
50179,984,3290,9120,2026-02-15,NSF FEE ****4994,-36.00,150545.40,,,2026-03-08 02:21:04.361387-05:00
50180,984,3290,9120,2026-02-16,FASTCAPITAL LOAN PROCEEDS,168500.00,319045.40,,,2026-03-08 02:23:24.005522-05:00
50181,984,3290,9120,2026-02-19,REMOTE DEPOSIT CAPTURE,4496.47,323541.87,CHECK_DEPOSIT,MANUAL,2026-03-08 02:12:45.705859-05:00
50182,985,3291,8873,2026-01-05,SHOPIFY PAYMENTS PAYOUT,28520.08,121822.95,,,2026-02-23 08:32:13.913757-05:00
50183,985,3291,8873,2026-01-07,COMMERCIAL RENT ACH,-6237.81,115585.14,,,2026-02-23 08:40:56.289910-05:00
50184,985,3291,8873,2026-01-08,HOME DEPOT PRO 68948196,-856.09,114729.05,,,2026-02-23 08:37:54.172287-05:00
50185,985,3291,8873,2026-01-09,ADP PAYROLL FEES 58350516,-13796.07,100932.98,PAYROLL,OPTISCAN_RULES,2026-02-23 08:33:21.000354-05:00
50186,985,3291,8873,2026-01-10,HOME DEPOT PRO,-25569.65,75363.33,,,2026-02-23 08:23:45.646771-05:00
50187,985,3291,8873,2026-01-11,US FOODS ACH DEBIT,-7117.85,68245.48,SUPPLIER,OPTISCAN_RULES,2026-02-23 08:30:38.027788-05:00
50188,985,3291,8873,2026-01-13,COMMERCIAL RENT ACH,-30358.69,37886.79,RENT,MANUAL,2026-02-23 08:31:17.909594-05:00
50189,985,3291,8873,2026-01-14,GUSTO PAYROLL,-20260.44,17626.35,PAYROLL,OPTISCAN_RULES,2026-02-23 08:38:38.449955-05:00
50190,985,3291,8873,2026-01-15,STRIPE PAYOUT   ,48680.96,66307.31,,,2026-02-23 08:33:18.099658-05:00
50191,985,3291,8873,2026-01-17,ADP PAYROLL FEES,-10234.85,56072.46,PAYROLL,OPTISCAN_RULES,2026-02-23 08:24:28.891145-05:00
50192,985,3291,8873,2026-01-18,GUSTO PAYROLL 34804787,-4854.08,51218.38,PAYROLL,OPTISCAN_RULES,2026-02-23 08:32:45.400647-05:00
50193,985,3291,8873,2026-01-19,ADP PAYROLL FEES,-20800.81,30417.57,,,2026-02-23 08:30:04.114064-05:00
50194,985,3291,8873,2026-01-21,ADP PAYROLL FEES 38323011,-29460.36,957.21,PAYROLL,MANUAL,2026-02-23 08:40:01.587929-05:00
50195,985,3291,8873,2026-01-22,VENDOR CHECK 1042 36124395,-28328.02,-27370.81,,,2026-02-23 08:42:07.722049-05:00
50196,985,3291,8873,2026-01-24,DUKE ENERGY BILLPAY,-16861.74,-44232.55,,,2026-02-23 08:41:04.682183-05:00
50197,985,3291,8873,2026-01-25,SYSCO FOOD SERVICE 38702546,-27934.34,-72166.89,SUPPLIER,OPTISCAN_RULES,2026-02-23 08:37:05.616166-05:00
50198,985,3291,8873,2026-01-26,ATM WITHDRAWAL,-9972.74,-82139.63,,,2026-02-23 08:24:54.452223-05:00
50199,985,3291,8873,2026-01-27,SQUARE INC          DEPOSIT 18055851,60815.08,-21324.55,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-23 08:34:11.788335-05:00
50200,985,3291,8873,2026-01-28,DUKE ENERGY BILLPAY,-27085.11,-48409.66,UTILITIES,MANUAL,2026-02-23 08:40:17.452553-05:00
50201,985,3291,8873,2026-01-29,DUKE ENERGY BILLPAY 29225764,-12125.82,-60535.48,UTILITIES,OPTISCAN_RULES,2026-02-23 08:42:08.707273-05:00
50202,985,3291,8873,2026-01-30,MERCHANT BANKCD DEP,15323.19,-45212.29,,,2026-02-23 08:36:59.174788-05:00
50203,985,3291,8873,2026-01-31,DUKE ENERGY BILLPAY 79907830,-7869.72,-53082.01,UTILITIES,OPTISCAN_RULES,2026-02-23 08:42:35.901029-05:00
50204,985,3291,8873,2026-02-01,VENDOR CHECK 1042,-9295.23,-62377.24,SUPPLIER,OPTISCAN_RULES,2026-02-23 08:34:52.290593-05:00
50205,985,3291,8873,2026-02-02,ONLINE TRANSFER FROM SAV 8842 99927097,14823.83,-47553.41,ACH_CREDIT,OPTISCAN_RULES,2026-02-23 08:24:54.149275-05:00
50206,985,3291,8873,2026-02-03,ADP PAYROLL FEES ****0808,-9837.37,-57390.78,PAYROLL,OPTISCAN_RULES,2026-02-23 08:34:16.521645-05:00
50207,985,3292,2155,2025-12-31,GUSTO PAYROLL   ,-3192.73,175567.50,,,2026-02-25 22:32:30.096718-05:00
50208,985,3292,2155,2026-01-03,ATM WITHDRAWAL,-919.60,174647.90,,,2026-02-25 22:40:18.469570-05:00
50209,985,3292,2155,2026-01-04,GUSTO PAYROLL,-15609.97,159037.93,PAYROLL,AI_SERVICE,2026-02-25 22:42:09.283899-05:00
50210,985,3292,2155,2026-01-06,COMMERCIAL RENT ACH,-25574.22,133463.71,RENT,AI_SERVICE,2026-02-25 22:42:50.312310-05:00
50211,985,3292,2155,2026-01-08,SBA LOAN PAYMENT ****9099,-33528.08,99935.63,,,2026-02-25 22:40:40.869967-05:00
50212,985,3292,2155,2026-01-09,VENDOR CHECK 1042 43256660,-35305.03,64630.60,SUPPLIER,OPTISCAN_RULES,2026-02-25 22:36:49.296685-05:00
50213,985,3292,2155,2026-01-12,STRIPE PAYOUT 21282779,17851.60,82482.20,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-25 22:46:44.709763-05:00
50214,985,3292,2155,2026-01-14,ADP PAYROLL FEES,-31304.22,51177.98,PAYROLL,OPTISCAN_RULES,2026-02-25 22:29:00.243234-05:00
50215,985,3292,2155,2026-01-15,STRIPE PAYOUT 94799687,8994.66,60172.64,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-25 22:42:00.797715-05:00
50216,985,3292,2155,2026-01-16,STRIPE PAYOUT,33722.86,93895.50,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-25 22:43:06.790940-05:00
50217,985,3292,2155,2026-01-17,ACH CREDIT CUSTOMER PMT,47397.45,141292.95,ACH_CREDIT,OPTISCAN_RULES,2026-02-25 22:43:02.135558-05:00
50218,985,3292,2155,2026-01-18,MERCHANT BANKCD DEP,52392.64,193685.59,,,2026-02-25 22:43:25.373884-05:00
50219,985,3292,2155,2026-01-19,SQUARE INC          DEPOSIT,28446.74,222132.33,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-25 22:38:19.908452-05:00
50220,985,3292,2155,2026-01-20,VENDOR CHECK 1042,-13549.66,208582.67,SUPPLIER,OPTISCAN_RULES,2026-02-25 22:34:52.414960-05:00
50221,985,3292,2155,2026-01-21,HOME DEPOT PRO,-34957.76,173624.91,SUPPLIER,OPTISCAN_RULES,2026-02-25 22:42:25.546268-05:00
50222,985,3292,2155,2026-01-25,STRIPE PAYOUT,11918.92,185543.83,,,2026-02-25 22:29:56.775082-05:00
50223,985,3292,2155,2026-01-27,GUSTO PAYROLL 67528545,-12302.84,173240.99,PAYROLL,OPTISCAN_RULES,2026-02-25 22:41:09.101591-05:00
50224,986,3295,4837,2026-01-09,HOME DEPOT PRO,-6082.47,138554.08,,,2026-02-28 20:35:58.034617-05:00
50225,986,3295,4837,2026-01-10,STRIPE PAYOUT   ,10237.67,148791.75,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-28 20:27:44.799809-05:00
50226,986,3295,4837,2026-01-11,SBA LOAN PAYMENT,-5719.36,143072.39,DEBT_SERVICE,MANUAL,2026-02-28 20:34:28.158334-05:00
50227,986,3295,4837,2026-01-12,SYSCO FOOD SERVICE 11775201,-4669.70,138402.69,SUPPLIER,OPTISCAN_RULES,2026-02-28 20:32:47.048639-05:00
50228,986,3295,4837,2026-01-13,ADP PAYROLL FEES,-14098.05,124304.64,PAYROLL,MANUAL,2026-02-28 20:23:49.935866-05:00
50229,986,3295,4837,2026-01-14,stripe payout,8445.90,132750.54,,,2026-02-28 20:36:45.170992-05:00
50230,986,3295,4837,2026-01-15,ACH CREDIT CUSTOMER PMT,2285.63,135036.17,ACH_CREDIT,OPTISCAN_RULES,2026-02-28 20:33:11.812796-05:00
50231,986,3295,4837,2026-01-16,FASTCAPITAL FUNDING LLC ACH,144000.00,279036.17,ACH_CREDIT,OPTISCAN_RULES,2026-02-28 20:24:20.295778-05:00
50232,986,3295,4837,2026-01-17,INSURANCE PREMIUM ACH,-13960.73,265075.44,INSURANCE,OPTISCAN_RULES,2026-02-28 20:25:48.249995-05:00
50233,986,3295,4837,2026-01-18,WIRE IN REF 8841 19488172,17317.89,282393.33,,,2026-02-28 20:35:14.172167-05:00
50234,986,3295,4837,2026-01-19,STRIPE PAYOUT,26440.24,308833.57,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-28 20:22:36.150761-05:00
50235,986,3295,4837,2026-01-20,ADP PAYROLL FEES,-14120.91,294712.66,PAYROLL,MANUAL,2026-02-28 20:25:28.397530-05:00
50236,986,3295,4837,2026-01-21,SQUARE INC          DEPOSIT,15070.26,309782.92,,,2026-02-28 20:24:34.728019-05:00
50237,986,3295,4837,2026-01-22,STRIPE PAYOUT,21077.27,330860.19,,,2026-02-28 20:35:15.836514-05:00
50238,986,3295,4837,2026-01-24,toast pos settlement,7283.28,338143.47,CARD_SETTLEMENT,MANUAL,2026-02-28 20:33:09.604331-05:00
50239,986,3295,4837,2026-01-26,INSURANCE PREMIUM ACH,-9170.01,328973.46,INSURANCE,MANUAL,2026-02-28 20:26:01.225430-05:00
50240,986,3295,4837,2026-01-27,GUSTO PAYROLL,-4372.84,324600.62,PAYROLL,OPTISCAN_RULES,2026-02-28 20:32:25.808594-05:00
50241,986,3295,4837,2026-01-29,ATM WITHDRAWAL,-7576.30,317024.32,OTHER,OPTISCAN_RULES,2026-02-28 20:23:11.961411-05:00
50242,986,3295,4837,2026-01-30,GUSTO PAYROLL,-12766.58,304257.74,PAYROLL,AI_SERVICE,2026-02-28 20:32:00.227182-05:00
50243,986,3295,4837,2026-01-31,CARD PAYMENT THANK YOU 41780724,-9541.56,294716.18,OTHER,MANUAL,2026-02-28 20:32:15.539163-05:00
50244,986,3295,4837,2026-02-01,AMEX SETTLEMENT 30442246,17301.10,312017.28,,,2026-02-28 20:29:13.502188-05:00
50245,986,3295,4837,2026-02-02,INTERNAL XFER FROM MMKT 09996094,40449.09,352466.37,,,2026-02-28 20:29:42.450113-05:00
50246,986,3295,4837,2026-02-03,ADP PAYROLL FEES   ,-3614.16,348852.21,PAYROLL,OPTISCAN_RULES,2026-02-28 20:24:26.040612-05:00
50247,986,3295,4837,2026-02-04,COMMERCIAL RENT ACH,-3864.87,344987.34,,,2026-02-28 20:30:19.477755-05:00
50248,986,3295,4837,2026-02-05,GUSTO PAYROLL 54479209,-13465.01,331522.33,PAYROLL,OPTISCAN_RULES,2026-02-28 20:22:36.657112-05:00
50249,986,3295,4837,2026-02-06,SHOPIFY PAYMENTS PAYOUT,12969.07,344491.40,,,2026-02-28 20:38:02.517293-05:00
50250,986,3295,4837,2026-02-07,HOME DEPOT PRO,-6829.49,337661.91,,,2026-02-28 20:33:06.920996-05:00
50251,987,3297,1503,2026-01-05,TOAST POS SETTLEMENT 80780890,21866.23,85794.45,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-28 14:38:48.334931-05:00
50252,987,3297,1503,2026-01-06,SYSCO FOOD SERVICE 05305579,-13256.23,72538.22,SUPPLIER,OPTISCAN_RULES,2026-02-28 14:41:45.515670-05:00
50253,987,3297,1503,2026-01-07,VENDOR CHECK 1042,-9578.33,62959.89,SUPPLIER,MANUAL,2026-02-28 14:43:58.216676-05:00
50254,987,3297,1503,2026-01-11,ACH CREDIT CUSTOMER PMT   ,22230.24,85190.13,ACH_CREDIT,OPTISCAN_RULES,2026-02-28 14:36:39.374376-05:00
50255,987,3297,1503,2026-01-13,CARD PAYMENT THANK YOU 98941305,-1617.23,83572.90,OTHER,OPTISCAN_RULES,2026-02-28 14:37:08.435050-05:00
50256,987,3297,1503,2026-01-14,COMMERCIAL RENT ACH,-8886.63,74686.27,RENT,OPTISCAN_RULES,2026-02-28 14:45:02.335762-05:00
50257,987,3297,1503,2026-01-15,AMEX SETTLEMENT,5495.37,80181.64,,,2026-02-28 14:35:46.931831-05:00
50258,987,3297,1503,2026-01-18,STRIPE PAYOUT,34725.49,114907.13,,,2026-02-28 14:44:19.790629-05:00
50259,987,3297,1503,2026-01-20,TRANSFER FROM BUS SAVINGS 64575089,54863.86,169770.99,,,2026-02-28 14:33:50.117818-05:00
