decision_id,application_id,outcome,approved_amount,rate_apr,term_months,reason_codes,decided_by,policy_version,monthly_revenue_used,dscr,decided_at,created_at
375,448,DECLINED,,,,"INDUSTRY_RESTRICTED,UNVERIFIED_REVENUE,DSCR_BELOW_MIN,STACKED_DEBT",j.beaumont,credit-policy-2025,193963.91,2.029,2026-02-26 05:09:47.745213-05:00,2026-02-26 05:10:07.362160-05:00
376,449,DECLINED,,,,"CREDIT_SCORE,EXISTING_DEBT,INDUSTRY_RESTRICTED,UNVERIFIED_REVENUE",p.deshmukh,credit-policy-2024,125852.56,1.218,2026-02-16 05:47:37.269991-05:00,2026-02-16 05:47:39.570570-05:00
377,450,DECLINED,,,,"INDUSTRY_RESTRICTED,DSCR_BELOW_MIN",j.beaumont,credit-policy-2024,691214.40,1.157,2026-02-13 08:30:38.637986-05:00,2026-02-13 08:30:46.037825-05:00
378,451,APPROVED,174250.00,22.675,84,POLICY_EXCEPTION_APPROVED,p.deshmukh,credit-policy-FINAL2,338191.59,2.645,2026-03-04 05:06:57.282000-05:00,2026-03-04 05:07:06.170197-05:00
379,452,APPROVED,45000.00,12.601,36,"MANUAL_OVERRIDE_RB,DSCR_OK,COLLATERAL_OK",t.rivas,credit-policy-2025,133116.09,1.452,2026-02-15 06:05:56.924370-05:00,2026-02-15 06:06:16.295530-05:00
380,453,APPROVED,60000.00,22.646,24,"TIB_OK,MANUAL_OVERRIDE_RB",a.castellanos,credit-policy-FINAL2,173219.85,1.148,2026-02-11 14:34:53.849313-05:00,2026-02-11 14:35:05.391657-05:00
381,455,DECLINED,,,,"CREDIT_SCORE,TIME_IN_BUSINESS,REVENUE_BELOW_MIN,UNVERIFIED_REVENUE",d.pham,credit-policy-2025,179352.34,1.402,2026-02-23 09:26:31.101769-05:00,2026-02-23 09:26:56.354658-05:00
382,456,APPROVED,710000.00,8.794,24,"TIB_OK, MANUAL_OVERRIDE_RB, POLICY_EXCEPTION_APPROVED",j.beaumont,credit-policy-2024,1945174.99,2.102,2026-02-19 19:24:10.136184-05:00,2026-02-19 19:24:18.895155-05:00
383,458,COUNTER_OFFER,32900.00,18.607,12,POLICY_EXCEPTION_APPROVED,renee.blackwell,credit-policy-2025,111816.46,2.068,2026-02-20 11:42:31.453464-05:00,2026-02-20 11:42:49.057838-05:00
384,459,APPROVED,344250.00,22.106,12,CREDIT_OK,s.whitfield,credit-policy-2025,831237.09,1.912,2026-02-13 11:25:17.482641-05:00,2026-02-13 11:25:34.731116-05:00
385,460,DECLINED,,,,"UNVERIFIED_REVENUE, REVENUE_BELOW_MIN, EXISTING_DEBT",j.beaumont,credit-policy-2025,781664.15,2.203,2026-02-24 17:58:04.102420-05:00,2026-02-24 17:58:05.870907-05:00
386,463,APPROVED,335000.00,9.511,48,TIB_OK,a.castellanos,credit-policy-2025,495251.23,2.291,2026-03-14 01:56:55.531311-05:00,2026-03-14 01:57:00.977901-05:00
387,464,COUNTER_OFFER,62050.00,8.448,60,"DSCR_OK, TIB_OK, MANUAL_OVERRIDE_RB",p.deshmukh,credit-policy-2025,70930.15,1.874,2026-02-17 20:39:20.544717-05:00,2026-02-17 20:39:44.250088-05:00
388,465,DECLINED,,,,"COLLATERAL_SHORTFALL,STACKED_DEBT,TIME_IN_BUSINESS,UNVERIFIED_REVENUE",a.castellanos,credit-policy-2025,1370657.44,1.009,2026-02-26 01:13:50.766321-05:00,2026-02-26 01:14:18.637087-05:00
389,468,APPROVED,297500.00,23.617,12,"DSCR_OK,REVENUE_VERIFIED,CREDIT_OK",k.abernathy,credit-policy-2025,1045452.12,3.223,2026-02-14 22:21:43.622519-05:00,2026-02-14 22:21:58.201306-05:00
390,469,DECLINED,,,,"TIME_IN_BUSINESS,STACKED_DEBT",p.deshmukh,credit-policy-2025,757233.35,3.334,2026-02-24 23:50:36.661330-05:00,2026-02-24 23:50:45.655335-05:00
391,470,DECLINED,,,,"NSF_ACTIVITY,COLLATERAL_SHORTFALL,REVENUE_BELOW_MIN",k.abernathy,credit-policy-FINAL2,664611.29,1.743,2026-02-17 15:12:49.900505-05:00,2026-02-17 15:13:09.156955-05:00
392,471,APPROVED,495000.00,17.64,24,"POLICY_EXCEPTION_APPROVED, DSCR_OK",s.whitfield,credit-policy-2025,3319903.04,1.804,2026-02-12 04:08:20.118483-05:00,2026-02-12 04:08:40.285320-05:00
393,472,APPROVED,225000.00,11.054,84,TIB_OK,d.pham,credit-policy-2025,260874.35,0.91,2026-02-16 23:27:13.227446-05:00,2026-02-16 23:27:40.215960-05:00
394,473,APPROVED,19000.00,21.968,48,"DSCR_OK,COLLATERAL_OK,TIB_OK",t.rivas,credit-policy-FINAL2,119394.02,2.649,2026-03-03 08:26:48.743662-05:00,2026-03-03 08:27:14.380230-05:00
395,475,APPROVED,225250.00,21.688,84,"REVENUE_VERIFIED,POLICY_EXCEPTION_APPROVED",renee.blackwell,credit-policy-2025,109256.32,1.577,2026-03-01 06:39:43.683056-05:00,2026-03-01 06:40:07.885493-05:00
396,477,APPROVED,46900.00,21.894,12,"POLICY_EXCEPTION_APPROVED,REVENUE_VERIFIED",p.deshmukh,credit-policy-2025,166709.11,2.059,2026-03-24 21:14:29.924773-05:00,2026-03-24 21:14:51.022227-05:00
397,478,APPROVED,37100.00,24.471,36,"TIB_OK,DSCR_OK,COLLATERAL_OK",a.castellanos,credit-policy-2024,78040.20,1.913,2026-02-20 14:02:13.948286-05:00,2026-02-20 14:02:18.806363-05:00
398,479,DECLINED,,,,"INDUSTRY_RESTRICTED,COLLATERAL_SHORTFALL,NSF_ACTIVITY",renee.blackwell,credit-policy-2025,149148.85,1.322,2026-02-13 02:40:56.135013-05:00,2026-02-13 02:41:03.409571-05:00
399,480,APPROVED,94500.00,26.252,12,"POLICY_EXCEPTION_APPROVED,REVENUE_VERIFIED,MANUAL_OVERRIDE_RB",k.abernathy,credit-policy-2025,255601.11,2.587,2026-02-12 11:55:11.283030-05:00,2026-02-12 11:55:13.697360-05:00
400,481,DECLINED,,,,,d.pham,credit-policy-FINAL2,77557.89,0.849,2026-03-02 11:09:09.402061-05:00,2026-03-02 11:09:30.505784-05:00
401,482,COUNTER_OFFER,71000.00,9.54,36,"COLLATERAL_OK, TIB_OK, REVENUE_VERIFIED",j.beaumont,credit-policy-2025,133195.48,0.717,2026-02-24 03:52:44.021570-05:00,2026-02-24 03:53:13.732484-05:00
402,483,DECLINED,,,,"EXISTING_DEBT,STACKED_DEBT,TIME_IN_BUSINESS",t.rivas,credit-policy-2025,344425.95,1.095,2026-02-26 00:12:03.093642-05:00,2026-02-26 00:12:24.298132-05:00
403,486,DECLINED,,,,"UNVERIFIED_REVENUE,CREDIT_SCORE,COLLATERAL_SHORTFALL,NSF_ACTIVITY",t.rivas,credit-policy-2024,289335.95,1.0,2026-02-28 19:45:59.186064-05:00,2026-02-28 19:46:18.154951-05:00
404,487,APPROVED,460000.00,19.589,12,"MANUAL_OVERRIDE_RB,COLLATERAL_OK",l.nakamura,credit-policy-2024,1586556.53,2.204,2026-03-10 11:30:50.282403-05:00,2026-03-10 11:31:12.512061-05:00
405,489,APPROVED,385000.00,12.468,24,"CREDIT_OK,COLLATERAL_OK,REVENUE_VERIFIED",p.deshmukh,credit-policy-2025,2160945.08,3.353,2026-02-20 08:50:48.290649-05:00,2026-02-20 08:51:01.220368-05:00
406,491,DECLINED,,,,"EXISTING_DEBT, CREDIT_SCORE, COLLATERAL_SHORTFALL",k.abernathy,credit-policy-2025,254608.91,3.065,2026-02-19 12:09:21.953253-05:00,2026-02-19 12:09:26.791427-05:00
407,492,APPROVED,245000.00,21.488,12,"TIB_OK,DSCR_OK,COLLATERAL_OK",renee.blackwell,credit-policy-2025,303650.67,1.874,2026-02-22 12:09:35.412837-05:00,2026-02-22 12:10:04.338769-05:00
408,493,COUNTER_OFFER,99000.00,28.158,60,MANUAL_OVERRIDE_RB,k.abernathy,credit-policy-FINAL2,218059.65,2.949,2026-02-23 07:30:32.107461-05:00,2026-02-23 07:30:34.608105-05:00
409,495,DECLINED,,,,"UNVERIFIED_REVENUE, DSCR_BELOW_MIN",a.castellanos,credit-policy-2024,123001.49,2.37,2026-02-17 00:05:00.400921-05:00,2026-02-17 00:05:12.421295-05:00
410,496,COUNTER_OFFER,660000.00,26.907,84,REVENUE_VERIFIED,a.castellanos,credit-policy-2025,1444107.92,3.061,2026-02-12 16:36:32.544386-05:00,2026-02-12 16:37:00.918981-05:00
411,497,APPROVED,115000.00,7.288,24,"REVENUE_VERIFIED,TIB_OK,CREDIT_OK",m.okonkwo,credit-policy-2025,268251.00,3.277,2026-02-19 06:53:34.458944-05:00,2026-02-19 06:54:04.432553-05:00
412,498,APPROVED,460000.00,17.693,84,"MANUAL_OVERRIDE_RB, POLICY_EXCEPTION_APPROVED",t.rivas,credit-policy-2025,1121107.89,0.811,2026-03-15 18:43:51.345528-05:00,2026-03-15 18:44:08.620708-05:00
413,499,DECLINED,,,,"INDUSTRY_RESTRICTED,COLLATERAL_SHORTFALL,TIME_IN_BUSINESS,REVENUE_BELOW_MIN",t.rivas,credit-policy-2025,152879.33,1.189,2026-02-18 16:01:04.219387-05:00,2026-02-18 16:01:12.219961-05:00
414,500,DECLINED,,,,CREDIT_SCORE,renee.blackwell,credit-policy-FINAL2,299116.71,1.151,2026-02-13 00:38:53.738239-05:00,2026-02-13 00:39:08.270100-05:00
415,502,APPROVED,68000.00,17.62,84,"POLICY_EXCEPTION_APPROVED, TIB_OK, COLLATERAL_OK",c.obrien,credit-policy-2025,185158.95,1.251,2026-02-18 21:29:39.957818-05:00,2026-02-18 21:30:07.975026-05:00
416,503,DECLINED,,,,"CREDIT_SCORE,COLLATERAL_SHORTFALL,NSF_ACTIVITY",k.abernathy,credit-policy-2025,235406.34,1.63,2026-03-13 03:29:29.933612-05:00,2026-03-13 03:29:33.329300-05:00
417,504,APPROVED,35700.00,14.203,48,COLLATERAL_OK,k.abernathy,credit-policy-FINAL2,85850.09,2.068,2026-02-19 19:44:43.934018-05:00,2026-02-19 19:45:11.981129-05:00
418,505,APPROVED,108500.00,26.322,36,POLICY_EXCEPTION_APPROVED,m.okonkwo,credit-policy-2025,200222.63,3.194,2026-02-13 09:53:37.818637-05:00,2026-02-13 09:53:50.582974-05:00
419,506,APPROVED,77000.00,23.299,60,"TIB_OK,COLLATERAL_OK,MANUAL_OVERRIDE_RB",renee.blackwell,credit-policy-2025,184391.67,3.078,2026-03-20 18:17:13.041956-05:00,2026-03-20 18:17:24.041695-05:00
420,507,APPROVED,51000.00,19.754,12,"POLICY_EXCEPTION_APPROVED, CREDIT_OK, REVENUE_VERIFIED",j.beaumont,credit-policy-2025,149195.47,1.681,2026-02-16 19:04:19.695009-05:00,2026-02-16 19:04:33.019736-05:00
421,509,APPROVED,105000.00,23.464,36,"COLLATERAL_OK,DSCR_OK,TIB_OK",j.beaumont,credit-policy-2024,100869.93,3.251,2026-02-25 13:43:56.434423-05:00,2026-02-25 13:44:10.652497-05:00
422,511,APPROVED,357500.00,24.204,24,,k.abernathy,credit-policy-2025,1151712.42,1.226,2026-02-13 10:32:46.636798-05:00,2026-02-13 10:32:47.961477-05:00
423,512,DECLINED,,,,"STACKED_DEBT, TIME_IN_BUSINESS, INDUSTRY_RESTRICTED, UNVERIFIED_REVENUE",d.pham,credit-policy-2024,245597.45,1.37,2026-02-28 13:44:47.481843-05:00,2026-02-28 13:44:49.971881-05:00
424,513,DECLINED,,,,"CREDIT_SCORE,UNVERIFIED_REVENUE,COLLATERAL_SHORTFALL",c.obrien,credit-policy-2025,75928.93,3.11,2026-02-24 13:52:46.448619-05:00,2026-02-24 13:53:09.014204-05:00
425,514,COUNTER_OFFER,187000.00,20.623,84,TIB_OK,c.obrien,credit-policy-2025,507604.95,2.42,2026-02-20 15:49:23.622702-05:00,2026-02-20 15:49:27.585380-05:00
426,516,DECLINED,,,,"REVENUE_BELOW_MIN,NSF_ACTIVITY",l.nakamura,credit-policy-2024,62482.07,3.313,2026-02-19 05:39:42.659418-05:00,2026-02-19 05:39:50.388487-05:00
427,517,APPROVED,330000.00,13.216,84,TIB_OK,l.nakamura,credit-policy-2024,418981.73,0.762,2026-02-19 23:38:12.722976-05:00,2026-02-19 23:38:40.149540-05:00
428,519,APPROVED,68000.00,12.539,24,DSCR_OK,renee.blackwell,credit-policy-2025,79218.51,2.978,2026-02-12 20:35:29.034372-05:00,2026-02-12 20:35:51.019231-05:00
429,520,DECLINED,,,,"DSCR_BELOW_MIN,EXISTING_DEBT,REVENUE_BELOW_MIN",t.rivas,credit-policy-2025,1845058.70,2.365,2026-02-14 11:07:25.594385-05:00,2026-02-14 11:07:47.516940-05:00
430,521,DECLINED,,,,"STACKED_DEBT,REVENUE_BELOW_MIN,EXISTING_DEBT",s.whitfield,credit-policy-2025,3860717.27,1.929,2026-02-16 22:34:56.797187-05:00,2026-02-16 22:35:13.784636-05:00
431,522,APPROVED,310000.00,9.391,84,DSCR_OK,m.okonkwo,credit-policy-2025,244800.43,2.538,2026-02-16 15:15:27.230340-05:00,2026-02-16 15:15:39.122744-05:00
432,523,DECLINED,,,,"EXISTING_DEBT,CREDIT_SCORE",t.rivas,credit-policy-2024,107873.47,3.136,2026-04-05 02:05:31.785886-05:00,2026-04-05 02:05:43.152155-05:00
433,525,APPROVED,122500.00,28.409,24,TIB_OK,a.castellanos,credit-policy-FINAL2,345183.84,1.552,2026-02-13 11:28:16.162775-05:00,2026-02-13 11:28:31.869652-05:00
434,526,APPROVED,24500.00,24.905,36,"COLLATERAL_OK,CREDIT_OK",t.rivas,credit-policy-FINAL2,173739.48,2.554,2026-02-22 11:08:41.824293-05:00,2026-02-22 11:09:04.795694-05:00
435,527,DECLINED,,,,"UNVERIFIED_REVENUE,EXISTING_DEBT,COLLATERAL_SHORTFALL,CREDIT_SCORE",m.okonkwo,credit-policy-FINAL2,2186234.96,1.738,2026-03-04 15:30:55.759114-05:00,2026-03-04 15:31:10.462691-05:00
436,528,DECLINED,,,,"EXISTING_DEBT, UNVERIFIED_REVENUE, TIME_IN_BUSINESS, REVENUE_BELOW_MIN",d.pham,credit-policy-2025,627661.88,3.323,2026-02-13 06:11:19.457493-05:00,2026-02-13 06:11:33.628782-05:00
437,529,COUNTER_OFFER,527000.00,16.737,84,DSCR_OK,c.obrien,credit-policy-2025,971711.16,2.149,2026-03-15 13:15:15.221607-05:00,2026-03-15 13:15:20.917723-05:00
438,531,DECLINED,,,,"COLLATERAL_SHORTFALL, REVENUE_BELOW_MIN",p.deshmukh,credit-policy-2025,230940.54,2.083,2026-02-23 03:55:01.912264-05:00,2026-02-23 03:55:15.608984-05:00
439,532,DECLINED,,,,"CREDIT_SCORE,DSCR_BELOW_MIN,UNVERIFIED_REVENUE,REVENUE_BELOW_MIN",c.obrien,credit-policy-2025,269978.38,0.954,2026-02-19 00:29:49.683264-05:00,2026-02-19 00:30:14.081146-05:00
440,533,APPROVED,445000.00,12.338,60,"POLICY_EXCEPTION_APPROVED,CREDIT_OK,REVENUE_VERIFIED",s.whitfield,credit-policy-2025,635166.87,3.13,2026-03-07 02:31:06.216194-05:00,2026-03-07 02:31:09.492651-05:00
441,534,APPROVED,162500.00,18.666,84,"TIB_OK, MANUAL_OVERRIDE_RB, COLLATERAL_OK",s.whitfield,credit-policy-FINAL2,504588.96,1.405,2026-02-15 16:49:43.106001-05:00,2026-02-15 16:49:56.169789-05:00
442,535,DECLINED,,,,TIME_IN_BUSINESS,a.castellanos,credit-policy-2025,85508.34,1.664,2026-02-14 05:40:38.726715-05:00,2026-02-14 05:40:46.539082-05:00
443,536,APPROVED,530000.00,27.606,48,REVENUE_VERIFIED,t.rivas,credit-policy-2024,1820156.20,0.719,2026-02-11 21:31:33.040044-05:00,2026-02-11 21:31:58.453754-05:00
444,537,DECLINED,,,,"TIME_IN_BUSINESS, UNVERIFIED_REVENUE",l.nakamura,credit-policy-2024,71653.14,1.275,2026-03-03 09:49:20.947480-05:00,2026-03-03 09:49:41.103799-05:00
445,539,APPROVED,90000.00,23.458,24,"CREDIT_OK,MANUAL_OVERRIDE_RB",t.rivas,credit-policy-2024,146148.58,1.147,2026-02-14 12:41:47.874849-05:00,2026-02-14 12:42:03.997489-05:00
446,540,DECLINED,,,,"COLLATERAL_SHORTFALL,REVENUE_BELOW_MIN,DSCR_BELOW_MIN,INDUSTRY_RESTRICTED",j.beaumont,credit-policy-2024,193276.13,1.269,2026-02-21 12:46:29.089444-05:00,2026-02-21 12:46:54.155835-05:00
447,542,DECLINED,,,,"TIME_IN_BUSINESS,INDUSTRY_RESTRICTED,EXISTING_DEBT,NSF_ACTIVITY",t.rivas,credit-policy-FINAL2,462114.15,2.785,2026-02-13 14:48:27.804674-05:00,2026-02-13 14:48:44.355517-05:00
448,543,DECLINED,,,,NSF_ACTIVITY,l.nakamura,credit-policy-2025,97906.18,2.681,2026-02-21 09:55:24.838863-05:00,2026-02-21 09:55:27.323504-05:00
449,544,DECLINED,,,,NSF_ACTIVITY,c.obrien,credit-policy-2025,81437.26,1.493,2026-02-21 00:12:03.121231-05:00,2026-02-21 00:12:24.084870-05:00
450,545,APPROVED,24500.00,16.115,84,POLICY_EXCEPTION_APPROVED,k.abernathy,credit-policy-2025,150475.02,1.463,2026-02-19 11:43:00.469805-05:00,2026-02-19 11:43:09.449339-05:00
451,546,APPROVED,486500.00,27.075,84,TIB_OK,renee.blackwell,credit-policy-2024,774938.42,1.365,2026-02-14 03:22:36.032055-05:00,2026-02-14 03:22:56.841814-05:00
452,547,DECLINED,,,,"STACKED_DEBT,INDUSTRY_RESTRICTED",s.whitfield,credit-policy-FINAL2,185125.59,2.361,2026-02-18 04:33:48.645849-05:00,2026-02-18 04:33:54.685611-05:00
453,549,DECLINED,,,,"CREDIT_SCORE, TIME_IN_BUSINESS, STACKED_DEBT",j.beaumont,credit-policy-2025,563165.95,2.583,2026-03-05 22:27:31.136299-05:00,2026-03-05 22:27:57.053510-05:00
454,550,APPROVED,42500.00,9.318,24,CREDIT_OK,p.deshmukh,credit-policy-2025,121544.88,2.36,2026-02-26 18:26:42.789182-05:00,2026-02-26 18:26:44.639076-05:00
455,551,DECLINED,,,,"DSCR_BELOW_MIN,STACKED_DEBT,EXISTING_DEBT,NSF_ACTIVITY",c.obrien,credit-policy-FINAL2,868784.55,1.221,2026-02-13 23:35:46.866188-05:00,2026-02-13 23:36:00.675361-05:00
456,552,DECLINED,,,,"TIME_IN_BUSINESS,CREDIT_SCORE",k.abernathy,credit-policy-2024,135785.50,3.107,2026-02-14 07:01:23.854857-05:00,2026-02-14 07:01:39.375474-05:00
457,553,APPROVED,126000.00,9.324,24,"DSCR_OK, COLLATERAL_OK",k.abernathy,credit-policy-2025,349097.53,1.775,2026-02-13 18:49:42.896298-05:00,2026-02-13 18:50:04.853293-05:00
458,554,DECLINED,,,,DSCR_BELOW_MIN,renee.blackwell,credit-policy-2025,938260.88,3.363,2026-02-18 00:07:05.178408-05:00,2026-02-18 00:07:33.422570-05:00
459,555,COUNTER_OFFER,46000.00,26.424,48,DSCR_OK,renee.blackwell,credit-policy-FINAL2,97967.04,2.406,2026-02-28 06:24:44.845513-05:00,2026-02-28 06:25:08.057354-05:00
460,556,DECLINED,,,,INDUSTRY_RESTRICTED,m.okonkwo,credit-policy-2025,148526.27,1.514,2026-03-01 20:31:04.570243-05:00,2026-03-01 20:31:31.441390-05:00
461,557,APPROVED,275000.00,26.734,84,"REVENUE_VERIFIED,CREDIT_OK",d.pham,credit-policy-FINAL2,277439.20,1.889,2026-02-21 10:06:05.935481-05:00,2026-02-21 10:06:10.275793-05:00
462,559,DECLINED,,,,"COLLATERAL_SHORTFALL, UNVERIFIED_REVENUE, TIME_IN_BUSINESS, INDUSTRY_RESTRICTED",j.beaumont,credit-policy-2025,138402.25,3.075,2026-02-20 04:22:52.681381-05:00,2026-02-20 04:22:54.878428-05:00
463,560,APPROVED,35700.00,15.384,48,COLLATERAL_OK,k.abernathy,credit-policy-FINAL2,153350.69,1.429,2026-02-15 23:12:12.890043-05:00,2026-02-15 23:12:17.213651-05:00
464,561,APPROVED,160000.00,11.681,48,"TIB_OK,DSCR_OK",s.whitfield,credit-policy-2025,370391.19,1.702,2026-03-26 18:24:30.167457-05:00,2026-03-26 18:24:31.786447-05:00
465,562,APPROVED,480000.00,28.017,36,"REVENUE_VERIFIED, TIB_OK",s.whitfield,credit-policy-2024,1304019.85,0.712,2026-02-20 21:34:35.127464-05:00,2026-02-20 21:34:45.410677-05:00
466,563,APPROVED,1035000.00,11.62,36,"TIB_OK,DSCR_OK",t.rivas,credit-policy-2024,6346025.44,0.914,2026-02-15 04:04:02.007699-05:00,2026-02-15 04:04:13.319416-05:00
467,564,DECLINED,,,,"COLLATERAL_SHORTFALL,EXISTING_DEBT,NSF_ACTIVITY",s.whitfield,credit-policy-2024,62608.62,3.301,2026-02-20 11:26:29.935290-05:00,2026-02-20 11:26:52.939365-05:00
468,566,APPROVED,544000.00,20.92,12,"POLICY_EXCEPTION_APPROVED,COLLATERAL_OK",s.whitfield,credit-policy-2025,839310.48,1.687,2026-02-16 11:15:44.852381-05:00,2026-02-16 11:15:48.470005-05:00
469,567,DECLINED,,,,"REVENUE_BELOW_MIN,COLLATERAL_SHORTFALL,INDUSTRY_RESTRICTED",renee.blackwell,credit-policy-FINAL2,360470.48,0.968,2026-02-26 01:30:11.916397-05:00,2026-02-26 01:30:20.961891-05:00
470,568,DECLINED,,,,"REVENUE_BELOW_MIN,STACKED_DEBT,CREDIT_SCORE,COLLATERAL_SHORTFALL",k.abernathy,credit-policy-2025,35578.00,2.78,2026-03-23 20:59:22.432022-05:00,2026-03-23 20:59:47.685674-05:00
471,569,APPROVED,32000.00,7.924,24,"COLLATERAL_OK,CREDIT_OK,TIB_OK,",l.nakamura,credit-policy-FINAL2,191617.39,1.042,2026-02-27 22:15:37.964308-05:00,2026-02-27 22:15:56.513033-05:00
472,570,APPROVED,200000.00,13.395,36,"DSCR_OK,COLLATERAL_OK,REVENUE_VERIFIED",m.okonkwo,credit-policy-2025,396395.10,2.884,2026-02-19 10:28:48.834826-05:00,2026-02-19 10:28:52.770431-05:00
473,571,APPROVED,230000.00,16.944,24,"COLLATERAL_OK,POLICY_EXCEPTION_APPROVED",l.nakamura,credit-policy-2025,157395.99,2.224,2026-02-28 01:58:30.264002-05:00,2026-02-28 01:58:55.106508-05:00
474,572,APPROVED,67500.00,15.417,36,REVENUE_VERIFIED,l.nakamura,credit-policy-2025,184488.54,3.014,2026-02-24 14:23:35.899817-05:00,2026-02-24 14:23:56.406030-05:00
475,573,APPROVED,565250.00,27.088,24,"TIB_OK, CREDIT_OK",m.okonkwo,credit-policy-2025,651894.60,2.498,2026-02-22 17:09:53.451959-05:00,2026-02-22 17:09:55.812255-05:00
476,574,DECLINED,,,,"EXISTING_DEBT,NSF_ACTIVITY",k.abernathy,credit-policy-2024,260687.64,2.189,2026-02-21 20:56:35.818069-05:00,2026-02-21 20:56:56.062149-05:00
477,575,APPROVED,221000.00,19.42,12,"POLICY_EXCEPTION_APPROVED,TIB_OK",c.obrien,credit-policy-2025,230310.38,2.194,2026-02-19 10:35:18.956290-05:00,2026-02-19 10:35:32.633369-05:00
478,576,APPROVED,390000.00,19.998,12,TIB_OK,s.whitfield,credit-policy-2025,540585.40,2.754,2026-02-16 16:33:50.106516-05:00,2026-02-16 16:34:03.375983-05:00
479,577,APPROVED,13500.00,27.347,24,"TIB_OK,DSCR_OK",l.nakamura,credit-policy-2025,122235.72,0.955,2026-02-23 15:21:59.421359-05:00,2026-02-23 15:22:25.297072-05:00
480,579,COUNTER_OFFER,119000.00,22.793,36,"TIB_OK,COLLATERAL_OK,MANUAL_OVERRIDE_RB",s.whitfield,credit-policy-FINAL2,252545.49,2.925,2026-03-03 20:42:43.187202-05:00,2026-03-03 20:42:57.833971-05:00
481,580,APPROVED,640000.00,11.699,24,"COLLATERAL_OK,DSCR_OK",renee.blackwell,credit-policy-2025,1133389.62,1.056,2026-02-15 23:59:27.856214-05:00,2026-02-15 23:59:40.130962-05:00
482,581,APPROVED,65000.00,15.189,36,"DSCR_OK,MANUAL_OVERRIDE_RB,POLICY_EXCEPTION_APPROVED",a.castellanos,credit-policy-2024,134649.17,3.194,2026-02-19 01:34:50.671068-05:00,2026-02-19 01:35:09.132700-05:00
483,582,DECLINED,,,,"TIME_IN_BUSINESS,CREDIT_SCORE,EXISTING_DEBT",m.okonkwo,credit-policy-FINAL2,404303.71,1.477,2026-02-21 16:38:07.662612-05:00,2026-02-21 16:38:18.314009-05:00
484,583,DECLINED,,,,"REVENUE_BELOW_MIN,NSF_ACTIVITY",c.obrien,credit-policy-2025,153589.45,2.308,2026-02-18 06:17:35.837741-05:00,2026-02-18 06:17:58.672515-05:00
485,586,DECLINED,,,,"DSCR_BELOW_MIN,COLLATERAL_SHORTFALL,EXISTING_DEBT",c.obrien,credit-policy-2025,868370.93,2.693,2026-02-27 16:43:04.004058-05:00,2026-02-27 16:43:29.334791-05:00
486,587,APPROVED,22950.00,28.294,84,REVENUE_VERIFIED,renee.blackwell,credit-policy-2024,105438.49,0.932,2026-02-13 18:56:56.142920-05:00,2026-02-13 18:56:59.954371-05:00
487,589,APPROVED,610000.00,9.268,48,CREDIT_OK,k.abernathy,credit-policy-2024,170494.69,2.887,2026-02-19 02:48:58.514869-05:00,2026-02-19 02:49:23.995639-05:00
488,590,APPROVED,225250.00,26.045,60,"CREDIT_OK, MANUAL_OVERRIDE_RB",j.beaumont,credit-policy-2025,481963.21,2.972,2026-02-19 06:34:30.690544-05:00,2026-02-19 06:34:32.858046-05:00
489,591,COUNTER_OFFER,187000.00,27.914,84,MANUAL_OVERRIDE_RB,l.nakamura,credit-policy-2024,550513.45,2.712,2026-02-16 15:16:41.289953-05:00,2026-02-16 15:16:44.987275-05:00
490,592,DECLINED,,,,"REVENUE_BELOW_MIN, INDUSTRY_RESTRICTED",k.abernathy,credit-policy-2024,473775.39,3.115,2026-02-16 10:14:51.336098-05:00,2026-02-16 10:14:54.402280-05:00
491,593,DECLINED,,,,TIME_IN_BUSINESS,t.rivas,credit-policy-2025,117774.23,0.986,2026-02-24 00:08:59.471616-05:00,2026-02-24 00:09:00.753264-05:00
492,595,APPROVED,77500.00,27.332,84,"POLICY_EXCEPTION_APPROVED,COLLATERAL_OK,REVENUE_VERIFIED",k.abernathy,credit-policy-2025,190949.26,1.405,2026-02-21 18:55:51.500907-05:00,2026-02-21 18:56:05.678282-05:00
493,597,DECLINED,,,,"TIME_IN_BUSINESS, COLLATERAL_SHORTFALL",m.okonkwo,credit-policy-2024,97555.62,0.744,2026-02-17 02:57:51.152835-05:00,2026-02-17 02:58:05.478727-05:00
494,598,DECLINED,,,,"CREDIT_SCORE,DSCR_BELOW_MIN,STACKED_DEBT,REVENUE_BELOW_MIN",d.pham,credit-policy-FINAL2,81759.13,3.121,2026-03-04 23:01:22.961850-05:00,2026-03-04 23:01:37.721369-05:00
495,599,DECLINED,,,,"COLLATERAL_SHORTFALL,DSCR_BELOW_MIN",c.obrien,credit-policy-2025,13454.88,0.934,2026-02-20 10:07:28.399966-05:00,2026-02-20 10:07:44.758487-05:00
496,600,DECLINED,,,,"COLLATERAL_SHORTFALL,NSF_ACTIVITY,",j.beaumont,credit-policy-2025,229215.58,0.8,2026-02-28 10:55:37.537832-05:00,2026-02-28 10:55:42.338059-05:00
497,601,APPROVED,220500.00,11.927,84,"COLLATERAL_OK,POLICY_EXCEPTION_APPROVED,MANUAL_OVERRIDE_RB",a.castellanos,credit-policy-2025,395600.21,2.202,2026-02-16 08:20:53.075628-05:00,2026-02-16 08:21:19.215946-05:00
